sent,tags,parse
<p> The opening sentence of the first chapter of Islendingabok establishes the settlement of the island as a migration from Norway .,<p>/RB The/DT opening/NN sentence/NN of/IN the/DT first/JJ chapter/NN of/IN Islendingabok/NNP establishes/VBZ the/DT settlement/NN of/IN the/DT island/NN as/IN a/DT migration/NN from/IN Norway/NNP ./.," advmod(establishes-11, <p>-1) det(sentence-4, The-2) compound(sentence-4, opening-3) nsubj(establishes-11, sentence-4) case(chapter-8, of-5) det(chapter-8, the-6) amod(chapter-8, first-7) nmod:of(sentence-4, chapter-8) case(Islendingabok-10, of-9) nmod:of(chapter-8, Islendingabok-10) root(ROOT-0, establishes-11) det(settlement-13, the-12) dobj(establishes-11, settlement-13) case(island-16, of-14) det(island-16, the-15) nmod:of(settlement-13, island-16) case(migration-19, as-17) det(migration-19, a-18) nmod:as(island-16, migration-19) case(Norway-21, from-20) nmod:from(migration-19, Norway-21)  "
<p> One of the most striking features of the extant Islendingabok is its compactness .,<p>/NN One/CD of/IN the/DT most/RBS striking/JJ features/NNS of/IN the/DT extant/JJ Islendingabok/NN is/VBZ its/PRP$ compactness/NNS ./.," nsubj(compactness-14, <p>-1) nummod(<p>-1, One-2) case(features-7, of-3) det(features-7, the-4) advmod(striking-6, most-5) amod(features-7, striking-6) nmod:of(<p>-1, features-7) case(Islendingabok-11, of-8) det(Islendingabok-11, the-9) amod(Islendingabok-11, extant-10) nmod:of(features-7, Islendingabok-11) cop(compactness-14, is-12) nmod:poss(compactness-14, its-13) root(ROOT-0, compactness-14)  "
"<p> "" Islendingabok er saga "" So Bjorn Sigfusson began his doctoral dissertation on Islendingabok ( 9 ) .",<p>/NNP ''/'' Islendingabok/NNP er/NNP saga/NNP ''/'' So/RB Bjorn/NNP Sigfusson/NNP began/VBD his/PRP$ doctoral/JJ dissertation/NN on/IN Islendingabok/NNP -LRB-/-LRB- 9/CD -RRB-/-RRB- ./.," compound(saga-5, <p>-1) compound(saga-5, Islendingabok-3) compound(saga-5, er-4) nsubj(began-10, saga-5) advmod(began-10, So-7) compound(Sigfusson-9, Bjorn-8) nsubj(began-10, Sigfusson-9) root(ROOT-0, began-10) nmod:poss(dissertation-13, his-11) amod(dissertation-13, doctoral-12) dobj(began-10, dissertation-13) case(Islendingabok-15, on-14) nmod:on(began-10, Islendingabok-15) appos(Islendingabok-15, 9-17)  "
By this he meant of course that Islendingabok is history .,By/IN this/DT he/PRP meant/VBD of/IN course/NN that/IN Islendingabok/NNP is/VBZ history/NN ./.," case(this-2, By-1) nmod:by(meant-4, this-2) nsubj(meant-4, he-3) root(ROOT-0, meant-4) case(course-6, of-5) nmod:of(meant-4, course-6) mark(history-10, that-7) nsubj(history-10, Islendingabok-8) cop(history-10, is-9) ccomp(meant-4, history-10)  "
"As a narrative about origins , Islendingabok naturally addresses concerns also to be found in those myths .","As/IN a/DT narrative/NN about/IN origins/NNS ,/, Islendingabok/NNP naturally/RB addresses/VBZ concerns/NNS also/RB to/TO be/VB found/VBN in/IN those/DT myths/NNS ./."," case(narrative-3, As-1) det(narrative-3, a-2) nmod:as(addresses-9, narrative-3) case(origins-5, about-4) nmod:about(narrative-3, origins-5) nsubj(addresses-9, Islendingabok-7) advmod(addresses-9, naturally-8) root(ROOT-0, addresses-9) dobj(addresses-9, concerns-10) advmod(addresses-9, also-11) mark(found-14, to-12) auxpass(found-14, be-13) advcl(addresses-9, found-14) case(myths-17, in-15) det(myths-17, those-16) nmod:in(found-14, myths-17)  "
"Finally , I have argued that Snorri Sturluson 's presentation of those myths may be understood as filling gaps left by Islendingabok , gaps which when filled attach Icelandic society to the Christian center and shed light on the conversion episode that is so important to Ari .","Finally/RB ,/, I/PRP have/VBP argued/VBN that/IN Snorri/NNP Sturluson/NNP 's/POS presentation/NN of/IN those/DT myths/NNS may/MD be/VB understood/VBN as/IN filling/VBG gaps/NNS left/VBN by/IN Islendingabok/NNP ,/, gaps/NNS which/WDT when/WRB filled/VBN attach/VB Icelandic/JJ society/NN to/TO the/DT Christian/JJ center/NN and/CC shed/VB light/NN on/IN the/DT conversion/NN episode/NN that/WDT is/VBZ so/RB important/JJ to/TO Ari/NNP ./."," advmod(argued-5, Finally-1) nsubj(argued-5, I-3) aux(argued-5, have-4) root(ROOT-0, argued-5) mark(understood-16, that-6) compound(Sturluson-8, Snorri-7) nmod:poss(presentation-10, Sturluson-8) case(Sturluson-8, 's-9) nsubjpass(understood-16, presentation-10) case(myths-13, of-11) det(myths-13, those-12) nmod:of(presentation-10, myths-13) aux(understood-16, may-14) auxpass(understood-16, be-15) ccomp(argued-5, understood-16) mark(filling-18, as-17) advcl(understood-16, filling-18) dobj(filling-18, gaps-19) acl(gaps-19, left-20) case(Islendingabok-22, by-21) nmod:by(left-20, Islendingabok-22) appos(Islendingabok-22, gaps-24) nsubj(attach-28, gaps-24) nsubj(shed-36, gaps-24) ref(gaps-24, which-25) advmod(filled-27, when-26) parataxis(attach-28, filled-27) acl:relcl(gaps-24, attach-28) amod(society-30, Icelandic-29) dobj(attach-28, society-30) case(center-34, to-31) det(center-34, the-32) amod(center-34, Christian-33) nmod:to(attach-28, center-34) cc(attach-28, and-35) acl:relcl(gaps-24, shed-36) conj:and(attach-28, shed-36) dobj(shed-36, light-37) case(episode-41, on-38) det(episode-41, the-39) compound(episode-41, conversion-40) nmod:on(shed-36, episode-41) nsubj(important-45, episode-41) ref(episode-41, that-42) cop(important-45, is-43) advmod(important-45, so-44) acl:relcl(episode-41, important-45) case(Ari-47, to-46) nmod:to(important-45, Ari-47)  "
"-- the Case of the Kings ' Sagas "" <p> -- Margaret Clunies Ross , University of Sydney <p> "" Toward a New Profile of Icelandic Saga Literature "" <p> -- John Lindow , University of California , Berkeley <p> "" Islendingabok and Myth "" <p> I9 .","--/: the/DT Case/NN of/IN the/DT Kings/NNPS '/POS Sagas/NNP ''/'' <p>/NN --/: Margaret/NNP Clunies/NNPS Ross/NNP ,/, University/NNP of/IN Sydney/NNP <p>/NNP ''/'' Toward/IN a/DT New/NNP Profile/NNP of/IN Icelandic/NNP Saga/NNP Literature/NNP ''/'' <p>/NN --/: John/NNP Lindow/NNP ,/, University/NNP of/IN California/NNP ,/, Berkeley/NNP <p>/NNP ''/'' Islendingabok/NNP and/CC Myth/NNP ''/'' <p>/NNP I9/NNP ./."," det(Case-3, the-2) root(ROOT-0, Case-3) case(<p>-10, of-4) det(Kings-6, the-5) nmod:poss(<p>-10, Kings-6) case(Kings-6, '-7) compound(<p>-10, Sagas-8) nmod:of(Case-3, <p>-10) compound(Ross-14, Margaret-12) compound(Ross-14, Clunies-13) dep(Case-3, Ross-14) appos(Ross-14, University-16) case(<p>-19, of-17) compound(<p>-19, Sydney-18) nmod:of(University-16, <p>-19) case(Profile-24, Toward-21) det(Profile-24, a-22) compound(Profile-24, New-23) nmod:toward(<p>-19, Profile-24) case(<p>-30, of-25) compound(<p>-30, Icelandic-26) compound(<p>-30, Saga-27) compound(<p>-30, Literature-28) nmod:of(Profile-24, <p>-30) compound(Lindow-33, John-32) dep(Case-3, Lindow-33) appos(Lindow-33, University-35) case(California-37, of-36) nmod:of(Case-3, California-37) compound(Islendingabok-42, Berkeley-39) compound(Islendingabok-42, <p>-40) nmod:of(Case-3, Islendingabok-42) conj:and(California-37, Islendingabok-42) cc(California-37, and-43) compound(I9-47, Myth-44) compound(I9-47, <p>-46) nmod:of(Case-3, I9-47) conj:and(California-37, I9-47)  "
Wrote blood-curdling plays taking their motifs from the Russian coup at-tempts ; they were staged in lofts and the money to lending libraries .,Wrote/JJ blood-curdling/NN plays/VBZ taking/VBG their/PRP$ motifs/NNS from/IN the/DT Russian/JJ coup/NN at-tempts/NNS ;/: they/PRP were/VBD staged/VBN in/IN lofts/NNS and/CC the/DT money/NN to/TO lending/VBG libraries/NNS ./.," amod(blood-curdling-2, Wrote-1) nsubj(plays-3, blood-curdling-2) root(ROOT-0, plays-3) xcomp(plays-3, taking-4) nmod:poss(motifs-6, their-5) dobj(taking-4, motifs-6) case(at-tempts-11, from-7) det(at-tempts-11, the-8) amod(at-tempts-11, Russian-9) compound(at-tempts-11, coup-10) nmod:from(taking-4, at-tempts-11) nsubjpass(staged-15, they-13) auxpass(staged-15, were-14) parataxis(plays-3, staged-15) case(lofts-17, in-16) nmod:in(staged-15, lofts-17) cc(lofts-17, and-18) det(money-20, the-19) nmod:in(staged-15, money-20) conj:and(lofts-17, money-20) case(libraries-23, to-21) amod(libraries-23, lending-22) nmod:to(staged-15, libraries-23)  "
"The next sentence supports this blending with further "" b "" and long "" i "" sounds in "" I , "" "" become , "" and in the all-important union of the two in "" eye-ball , "" which translates to "" I-being "" when we remember that the "" eye "" is the "" I "" and for Emerson "" being "" is a circle , a sphere , a ball .","The/DT next/JJ sentence/NN supports/VBZ this/DT blending/NN with/IN further/JJ ''/'' b/SYM ''/'' and/CC long/JJ ''/'' i/NNS ''/'' sounds/VBZ in/IN ''/'' I/PRP ,/, ''/'' ''/'' become/VBP ,/, ''/'' and/CC in/IN the/DT all-important/JJ union/NN of/IN the/DT two/CD in/IN ''/'' eye-ball/NN ,/, ''/'' which/WDT translates/VBZ to/TO ''/'' I-being/VB ''/'' when/WRB we/PRP remember/VBP that/DT the/JJ ''/'' eye/NN ''/'' is/VBZ the/NNP ''/'' I/PRP ''/'' and/CC for/IN Emerson/VBG ''/'' being/NN ''/'' is/VBZ a/DT circle/NN ,/, a/DT sphere/NN ,/, a/DT ball/NN ./."," det(sentence-3, The-1) amod(sentence-3, next-2) nsubj(supports-4, sentence-3) ccomp(become-24, supports-4) det(blending-6, this-5) dobj(supports-4, blending-6) case(further-8, with-7) nmod:with(supports-4, further-8) nsubj(sounds-17, b-10) cc(b-10, and-12) amod(i-15, long-13) conj:and(b-10, i-15) nsubj(sounds-17, i-15) acl:relcl(further-8, sounds-17) case(I-20, in-18) nmod:in(sounds-17, I-20) root(ROOT-0, become-24) cc(translates-41, and-27) case(union-31, in-28) det(union-31, the-29) amod(union-31, all-important-30) nmod:in(translates-41, union-31) case(two-34, of-32) det(two-34, the-33) nmod:of(union-31, two-34) case(eye-ball-37, in-35) nmod:in(two-34, eye-ball-37) nsubj(translates-41, which-40) nsubj(I-being-44, which-40) parataxis(become-24, translates-41) mark(I-being-44, to-42) xcomp(translates-41, I-being-44) advmod(remember-48, when-46) nsubj(remember-48, we-47) advcl(I-being-44, remember-48) det(eye-52, that-49) amod(eye-52, the-50) dobj(remember-48, eye-52) cop(the-55, is-54) advcl(remember-48, the-55) dep(the-55, I-57) cc(the-55, and-59) mark(circle-67, for-60) csubj(circle-67, Emerson-61) dobj(Emerson-61, being-63) cop(circle-67, is-65) det(circle-67, a-66) advcl(remember-48, circle-67) conj:and(the-55, circle-67) det(sphere-70, a-69) nsubj(become-24, sphere-70) det(ball-73, a-72) appos(sphere-70, ball-73)  "
DISCUSSION <p> The rehabilitation professional enhances the chance for success when designing custom programs by blending both clinical experience and scientific data .,DISCUSSION/NNP <p>/VBP The/DT rehabilitation/NN professional/NN enhances/VBZ the/DT chance/NN for/IN success/NN when/WRB designing/VBG custom/NN programs/NNS by/IN blending/VBG both/DT clinical/JJ experience/NN and/CC scientific/JJ data/NNS ./.," nsubj(<p>-2, DISCUSSION-1) root(ROOT-0, <p>-2) det(professional-5, The-3) compound(professional-5, rehabilitation-4) nsubj(enhances-6, professional-5) ccomp(<p>-2, enhances-6) det(chance-8, the-7) dobj(enhances-6, chance-8) case(success-10, for-9) nmod:for(enhances-6, success-10) advmod(designing-12, when-11) advcl(enhances-6, designing-12) compound(programs-14, custom-13) dobj(designing-12, programs-14) mark(blending-16, by-15) advcl(designing-12, blending-16) cc:preconj(data-22, both-17) amod(data-22, clinical-18) compound(data-22, experience-19) cc(experience-19, and-20) conj:and(experience-19, scientific-21) compound(data-22, scientific-21) dobj(blending-16, data-22)  "
<p> Other related work at NSERL includes the blending of several byproducts like fly ash and organicrich industrial sludge .,<p>/JJ Other/JJ related/VBN work/NN at/IN NSERL/NNP includes/VBZ the/DT blending/NN of/IN several/JJ byproducts/NNS like/VBP fly/VB ash/JJ and/CC organicrich/JJ industrial/JJ sludge/NN ./.," amod(work-4, <p>-1) amod(work-4, Other-2) amod(work-4, related-3) nsubj(includes-7, work-4) case(NSERL-6, at-5) nmod:at(work-4, NSERL-6) root(ROOT-0, includes-7) det(blending-9, the-8) nsubj(like-13, blending-9) case(byproducts-12, of-10) amod(byproducts-12, several-11) nmod:of(blending-9, byproducts-12) ccomp(includes-7, like-13) xcomp(like-13, fly-14) amod(sludge-19, ash-15) cc(ash-15, and-16) conj:and(ash-15, organicrich-17) amod(sludge-19, organicrich-17) amod(sludge-19, industrial-18) dobj(fly-14, sludge-19)  "
"A nearby auger mixer with an electronic scale for microblending is used to moisten material prior to composting in hot weather , remoisten during processing , and combine feedstocks .","A/DT nearby/JJ auger/NN mixer/NN with/IN an/DT electronic/JJ scale/NN for/IN microblending/NN is/VBZ used/VBN to/TO moisten/VB material/NN prior/RB to/TO composting/VBG in/IN hot/JJ weather/NN ,/, remoisten/VB during/IN processing/NN ,/, and/CC combine/VB feedstocks/NNS ./."," det(mixer-4, A-1) amod(mixer-4, nearby-2) compound(mixer-4, auger-3) nsubjpass(used-12, mixer-4) nsubj(moisten-14, mixer-4) nsubj(remoisten-23, mixer-4) nsubj(combine-28, mixer-4) case(scale-8, with-5) det(scale-8, an-6) amod(scale-8, electronic-7) nmod:with(mixer-4, scale-8) case(microblending-10, for-9) nmod:for(scale-8, microblending-10) auxpass(used-12, is-11) root(ROOT-0, used-12) mark(moisten-14, to-13) xcomp(used-12, moisten-14) dobj(moisten-14, material-15) advmod(moisten-14, prior-16) mark(composting-18, to-17) advcl(prior-16, composting-18) case(weather-21, in-19) amod(weather-21, hot-20) nmod:in(composting-18, weather-21) xcomp(used-12, remoisten-23) conj:and(moisten-14, remoisten-23) case(processing-25, during-24) nmod:during(remoisten-23, processing-25) cc(moisten-14, and-27) xcomp(used-12, combine-28) conj:and(moisten-14, combine-28) dobj(combine-28, feedstocks-29)  "
"The company sells finished compost to two companies at a wholesale rate for screening , blending and preparation as topsoil , potting mixes and nursery blends .","The/DT company/NN sells/VBZ finished/VBD compost/NN to/TO two/CD companies/NNS at/IN a/DT wholesale/JJ rate/NN for/IN screening/NN ,/, blending/NN and/CC preparation/NN as/IN topsoil/JJ ,/, potting/JJ mixes/NN and/CC nursery/NN blends/NNS ./."," det(company-2, The-1) nsubj(sells-3, company-2) root(ROOT-0, sells-3) ccomp(sells-3, finished-4) dobj(finished-4, compost-5) case(companies-8, to-6) nummod(companies-8, two-7) nmod:to(finished-4, companies-8) case(rate-12, at-9) det(rate-12, a-10) amod(rate-12, wholesale-11) nmod:at(companies-8, rate-12) case(screening-14, for-13) nmod:for(rate-12, screening-14) nmod:for(rate-12, blending-16) conj:and(screening-14, blending-16) cc(screening-14, and-17) nmod:for(rate-12, preparation-18) conj:and(screening-14, preparation-18) case(mixes-23, as-19) amod(mixes-23, topsoil-20) amod(mixes-23, potting-22) nmod:as(finished-4, mixes-23) cc(mixes-23, and-24) compound(blends-26, nursery-25) nmod:as(finished-4, blends-26) conj:and(mixes-23, blends-26)  "
"A section of chain link fence is dragged over the surface , blending the compost with the soil and pushing it into the aeration holes .","A/DT section/NN of/IN chain/NN link/NN fence/NN is/VBZ dragged/VBN over/IN the/DT surface/NN ,/, blending/VBG the/DT compost/NN with/IN the/DT soil/NN and/CC pushing/VBG it/PRP into/IN the/DT aeration/NN holes/NNS ./."," det(section-2, A-1) nsubjpass(dragged-8, section-2) case(fence-6, of-3) compound(fence-6, chain-4) compound(fence-6, link-5) nmod:of(section-2, fence-6) auxpass(dragged-8, is-7) root(ROOT-0, dragged-8) case(surface-11, over-9) det(surface-11, the-10) nmod:over(dragged-8, surface-11) ccomp(dragged-8, blending-13) det(compost-15, the-14) dobj(blending-13, compost-15) case(soil-18, with-16) det(soil-18, the-17) nmod:with(blending-13, soil-18) cc(blending-13, and-19) ccomp(dragged-8, pushing-20) conj:and(blending-13, pushing-20) dobj(pushing-20, it-21) case(holes-25, into-22) det(holes-25, the-23) compound(holes-25, aeration-24) nmod:into(pushing-20, holes-25)  "
"Most of those interviewed had either experienced a fellow soldier becoming possessed on the battlefield or knew what happens to those who became possessed , lending credence to their widespread presence .","Most/JJS of/IN those/DT interviewed/VBN had/VBD either/RB experienced/VBN a/DT fellow/JJ soldier/NN becoming/VBG possessed/VBN on/IN the/DT battlefield/NN or/CC knew/VBD what/WP happens/VBZ to/TO those/DT who/WP became/VBD possessed/NN ,/, lending/NN credence/NN to/TO their/PRP$ widespread/JJ presence/NN ./."," nsubj(experienced-7, Most-1) nsubj(knew-17, Most-1) case(those-3, of-2) nmod:of(Most-1, those-3) acl(those-3, interviewed-4) aux(experienced-7, had-5) advmod(experienced-7, either-6) root(ROOT-0, experienced-7) det(soldier-10, a-8) amod(soldier-10, fellow-9) dobj(experienced-7, soldier-10) acl(soldier-10, becoming-11) dep(becoming-11, possessed-12) case(battlefield-15, on-13) det(battlefield-15, the-14) nmod:on(possessed-12, battlefield-15) cc(experienced-7, or-16) conj:or(experienced-7, knew-17) nsubj(happens-19, what-18) ccomp(knew-17, happens-19) case(those-21, to-20) nmod:to(happens-19, those-21) nsubj(became-23, those-21) ref(those-21, who-22) acl:relcl(those-21, became-23) compound(credence-27, possessed-24) dep(credence-27, lending-26) xcomp(became-23, credence-27) case(presence-31, to-28) nmod:poss(presence-31, their-29) amod(presence-31, widespread-30) nmod:to(became-23, presence-31)  "
"<p> While this man had only a ninth-grade education , the same blending of ozone depletion with climate change exists in the mind of a college graduate who warned us that she was atypical because she has talked with scientists about the greenhouse effect : "" Most people say burning fossil fuels is changing the climate because we are making the ozone layer disappear , that 's the layer that protects us from the sun 's harmful rays .","<p>/RB While/IN this/DT man/NN had/VBD only/RB a/DT ninth-grade/JJ education/NN ,/, the/DT same/JJ blending/NN of/IN ozone/NN depletion/NN with/IN climate/NN change/NN exists/VBZ in/IN the/DT mind/NN of/IN a/DT college/NN graduate/NN who/WP warned/VBD us/PRP that/IN she/PRP was/VBD atypical/JJ because/IN she/PRP has/VBZ talked/VBN with/IN scientists/NNS about/IN the/DT greenhouse/NN effect/NN :/: ''/'' Most/JJS people/NNS say/VBP burning/VBG fossil/JJ fuels/NNS is/VBZ changing/VBG the/DT climate/NN because/IN we/PRP are/VBP making/VBG the/DT ozone/NN layer/NN disappear/NN ,/, that/WDT 's/VBZ the/DT layer/NN that/WDT protects/VBZ us/PRP from/IN the/DT sun/NN 's/POS harmful/JJ rays/NNS ./."," advmod(had-5, <p>-1) mark(had-5, While-2) det(man-4, this-3) nsubj(had-5, man-4) dep(exists-20, had-5) advmod(education-9, only-6) det(education-9, a-7) amod(education-9, ninth-grade-8) dobj(had-5, education-9) det(blending-13, the-11) amod(blending-13, same-12) nsubj(exists-20, blending-13) case(depletion-16, of-14) compound(depletion-16, ozone-15) nmod:of(blending-13, depletion-16) case(change-19, with-17) compound(change-19, climate-18) nmod:with(depletion-16, change-19) root(ROOT-0, exists-20) case(mind-23, in-21) det(mind-23, the-22) nmod:in(exists-20, mind-23) case(graduate-27, of-24) det(graduate-27, a-25) compound(graduate-27, college-26) nmod:of(mind-23, graduate-27) nsubj(warned-29, graduate-27) ref(graduate-27, who-28) acl:relcl(graduate-27, warned-29) dobj(warned-29, us-30) mark(atypical-34, that-31) nsubj(atypical-34, she-32) cop(atypical-34, was-33) ccomp(warned-29, atypical-34) mark(talked-38, because-35) nsubj(talked-38, she-36) aux(talked-38, has-37) advcl(atypical-34, talked-38) case(scientists-40, with-39) nmod:with(talked-38, scientists-40) case(effect-44, about-41) det(effect-44, the-42) compound(effect-44, greenhouse-43) nmod:about(scientists-40, effect-44) amod(people-48, Most-47) nsubj(say-49, people-48) parataxis(exists-20, say-49) amod(fuels-52, burning-50) amod(fuels-52, fossil-51) nsubj(changing-54, fuels-52) aux(changing-54, is-53) ccomp(say-49, changing-54) det(climate-56, the-55) dobj(changing-54, climate-56) mark(making-60, because-57) nsubj(making-60, we-58) aux(making-60, are-59) advcl(changing-54, making-60) det(disappear-64, the-61) compound(disappear-64, ozone-62) compound(disappear-64, layer-63) dobj(making-60, disappear-64) nsubj(layer-69, disappear-64) ref(disappear-64, that-66) cop(layer-69, 's-67) det(layer-69, the-68) acl:relcl(disappear-64, layer-69) nsubj(protects-71, layer-69) ref(layer-69, that-70) acl:relcl(layer-69, protects-71) dobj(protects-71, us-72) case(rays-78, from-73) det(sun-75, the-74) nmod:poss(rays-78, sun-75) case(sun-75, 's-76) amod(rays-78, harmful-77) nmod:from(protects-71, rays-78)  "
"For example , the traditional joint-racketeering scam fails to explain why the bankers ' lobby would pressure Congress for legislation that would prohibit the banks from lending to congressional candidates during election time.","For/IN example/NN ,/, the/DT traditional/JJ joint-racketeering/JJ scam/NN fails/VBZ to/TO explain/VB why/WRB the/DT bankers/NNS '/POS lobby/NN would/MD pressure/VB Congress/NNP for/IN legislation/NN that/WDT would/MD prohibit/VB the/DT banks/NNS from/IN lending/VBG to/TO congressional/JJ candidates/NNS during/IN election/NN time/NN ./."," case(example-2, For-1) nmod:for(fails-8, example-2) det(scam-7, the-4) amod(scam-7, traditional-5) amod(scam-7, joint-racketeering-6) nsubj(fails-8, scam-7) nsubj(explain-10, scam-7) root(ROOT-0, fails-8) mark(explain-10, to-9) xcomp(fails-8, explain-10) advmod(pressure-17, why-11) det(bankers-13, the-12) nmod:poss(lobby-15, bankers-13) case(bankers-13, '-14) nsubj(pressure-17, lobby-15) aux(pressure-17, would-16) advcl(explain-10, pressure-17) dobj(pressure-17, Congress-18) nsubj(prohibit-23, Congress-18) case(legislation-20, for-19) nmod:for(Congress-18, legislation-20) ref(Congress-18, that-21) aux(prohibit-23, would-22) acl:relcl(Congress-18, prohibit-23) det(banks-25, the-24) dobj(prohibit-23, banks-25) mark(lending-27, from-26) advcl(prohibit-23, lending-27) case(candidates-30, to-28) amod(candidates-30, congressional-29) nmod:to(lending-27, candidates-30) case(time-33, during-31) compound(time-33, election-32) nmod:during(lending-27, time-33)  "
", can be used in blending systems and for diverting flow streams .",",/, can/MD be/VB used/VBN in/IN blending/VBG systems/NNS and/CC for/IN diverting/VBG flow/NN streams/NNS ./."," aux(used-4, can-2) auxpass(used-4, be-3) root(ROOT-0, used-4) case(blending-6, in-5) advcl:in(used-4, blending-6) dobj(blending-6, systems-7) cc(blending-6, and-8) mark(diverting-10, for-9) advcl:in(used-4, diverting-10) conj:and(blending-6, diverting-10) compound(streams-12, flow-11) dobj(diverting-10, streams-12)  "
</P> Urban Disinvestment Disinvestment is a series of progressive steps by which area lending institutions extricate themselves from neighborhoods they expect to deteriorate .,</P>/NNP Urban/NNP Disinvestment/NNP Disinvestment/NNP is/VBZ a/DT series/NN of/IN progressive/JJ steps/NNS by/IN which/WDT area/NN lending/NN institutions/NNS extricate/VB themselves/PRP from/IN neighborhoods/NNS they/PRP expect/VBP to/TO deteriorate/VB ./.," compound(Disinvestment-4, </P>-1) compound(Disinvestment-4, Urban-2) compound(Disinvestment-4, Disinvestment-3) nsubj(series-7, Disinvestment-4) cop(series-7, is-5) det(series-7, a-6) root(ROOT-0, series-7) det(area-13, series-7) case(steps-10, of-8) amod(steps-10, progressive-9) nmod:of(series-7, steps-10) case(area-13, by-11) ref(series-7, which-12) nmod:by(extricate-16, area-13) compound(institutions-15, lending-14) nsubj(extricate-16, institutions-15) acl:relcl(series-7, extricate-16) dobj(extricate-16, themselves-17) case(neighborhoods-19, from-18) nmod:from(extricate-16, neighborhoods-19) nsubj(expect-21, they-20) nsubj(deteriorate-23, they-20) acl:relcl(neighborhoods-19, expect-21) mark(deteriorate-23, to-22) xcomp(expect-21, deteriorate-23)  "
"As a policy , disinvestment is defended on the grounds that investment in high-risk areas is equivalent to mismanagement of depositors ' funds and is ultimately counterproductive , both for the depositor and for the lending institution .","As/IN a/DT policy/NN ,/, disinvestment/NN is/VBZ defended/VBN on/IN the/DT grounds/NNS that/IN investment/NN in/IN high-risk/JJ areas/NNS is/VBZ equivalent/JJ to/TO mismanagement/NN of/IN depositors/NNS '/POS funds/NNS and/CC is/VBZ ultimately/RB counterproductive/JJ ,/, both/DT for/IN the/DT depositor/NN and/CC for/IN the/DT lending/VBG institution/NN ./."," case(policy-3, As-1) det(policy-3, a-2) nmod:as(defended-7, policy-3) nsubjpass(defended-7, disinvestment-5) auxpass(defended-7, is-6) root(ROOT-0, defended-7) case(grounds-10, on-8) det(grounds-10, the-9) nmod:on(defended-7, grounds-10) nmod:on(defended-7, grounds-10') conj:and(grounds-10, grounds-10') mark(equivalent-17, that-11) nsubj(equivalent-17, investment-12) nsubj(counterproductive-27, investment-12) case(areas-15, in-13) amod(areas-15, high-risk-14) nmod:in(investment-12, areas-15) cop(equivalent-17, is-16) dep(grounds-10, equivalent-17) case(mismanagement-19, to-18) nmod:to(equivalent-17, mismanagement-19) case(funds-23, of-20) nmod:poss(funds-23, depositors-21) case(depositors-21, '-22) nmod:of(mismanagement-19, funds-23) cc(equivalent-17, and-24) cop(counterproductive-27, is-25) advmod(counterproductive-27, ultimately-26) dep(grounds-10, counterproductive-27) conj:and(equivalent-17, counterproductive-27) cc:preconj(depositor-32, both-29) case(depositor-32, for-30) det(depositor-32, the-31) nmod:for(grounds-10, depositor-32) cc(grounds-10, and-33) case(institution-37, for-34) det(institution-37, the-35) amod(institution-37, lending-36) nmod:for(grounds-10', institution-37)  "
"HMDA and CRA offered community groups the legal tools to act against discriminatory lending practices in neighborhoods throughout the country ( Fishbein , 1994 ; Naparstek &; Cincotta , 1976 ; Squires , 1992 ) .","HMDA/NNP and/CC CRA/NNP offered/VBD community/NN groups/NNS the/DT legal/JJ tools/NNS to/TO act/VB against/IN discriminatory/JJ lending/NN practices/NNS in/IN neighborhoods/NNS throughout/IN the/DT country/NN -LRB-/-LRB- Fishbein/NNP ,/, 1994/CD ;/: Naparstek/CD &/CC ;/: Cincotta/NNP ,/, 1976/CD ;/: Squires/NNP ,/, 1992/CD -RRB-/-RRB- ./."," nsubj(offered-4, HMDA-1) cc(HMDA-1, and-2) conj:and(HMDA-1, CRA-3) nsubj(offered-4, CRA-3) root(ROOT-0, offered-4) compound(groups-6, community-5) iobj(offered-4, groups-6) det(tools-9, the-7) amod(tools-9, legal-8) dobj(offered-4, tools-9) mark(act-11, to-10) advcl(offered-4, act-11) case(practices-15, against-12) amod(practices-15, discriminatory-13) compound(practices-15, lending-14) nmod:against(act-11, practices-15) case(neighborhoods-17, in-16) nmod:in(practices-15, neighborhoods-17) case(country-20, throughout-18) det(country-20, the-19) nmod:throughout(act-11, country-20) dep(country-20, Fishbein-22) appos(Fishbein-22, 1994-24) dep(1994-24, Naparstek-26) cc(Naparstek-26, &-27) dep(1994-24, Cincotta-29) amod(Cincotta-29, 1976-31) dep(1994-24, Squires-33) amod(Squires-33, 1992-35)  "
