sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
Aid from Taiwan is used as a carrot to reward countries pursuing policies favorable to Taiwan .,Aid/NNP from/IN Taiwan/NNP is/VBZ used/VBN as/IN a/DT carrot/NN to/TO reward/VB countries/NNS pursuing/VBG policies/NNS favorable/JJ to/TO Taiwan/NNP ./.," nsubjpass(used-5, Aid-1) nsubj(reward-10, Aid-1) case(Taiwan-3, from-2) nmod:from(Aid-1, Taiwan-3) auxpass(used-5, is-4) root(ROOT-0, used-5) case(carrot-8, as-6) det(carrot-8, a-7) nmod:as(used-5, carrot-8) mark(reward-10, to-9) xcomp(used-5, reward-10) dobj(reward-10, countries-11) xcomp(reward-10, pursuing-12) nsubj(favorable-14, policies-13) xcomp(pursuing-12, favorable-14) case(Taiwan-16, to-15) nmod:to(favorable-14, Taiwan-16)  ",carrot,8,"case(carrot-8, as-6) det(carrot-8, a-7) nmod:as(used-5, carrot-8) ",Taiwan is used as a carrot to reward countries pursuing policies,NN,[],,,,,,,,,"[('as', 'used')]",['as'],['used'],[],['a'],indefinite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['as'],[],[],[],[],[],[],a,unit,singular,linked,,['A+N'],countable,unknown
"The risk is that the parties will fail to confront their disputes and merely reach a weak agreement in the interest of obtaining the "" carrots "" of massive foreign assistance .",The/DT risk/NN is/VBZ that/IN the/DT parties/NNS will/MD fail/VB to/TO confront/VB their/PRP$ disputes/NNS and/CC merely/RB reach/VB a/DT weak/JJ agreement/NN in/IN the/DT interest/NN of/IN obtaining/VBG the/DT ''/'' carrots/NNS ''/'' of/IN massive/JJ foreign/JJ assistance/NN ./.," det(risk-2, The-1) nsubj(is-3, risk-2) root(ROOT-0, is-3) mark(fail-8, that-4) det(parties-6, the-5) nsubj(fail-8, parties-6) nsubj(confront-10, parties-6) nsubj(reach-15, parties-6) aux(fail-8, will-7) ccomp(is-3, fail-8) mark(confront-10, to-9) xcomp(fail-8, confront-10) nmod:poss(disputes-12, their-11) dobj(confront-10, disputes-12) cc(confront-10, and-13) advmod(reach-15, merely-14) xcomp(fail-8, reach-15) conj:and(confront-10, reach-15) det(agreement-18, a-16) amod(agreement-18, weak-17) dobj(reach-15, agreement-18) case(interest-21, in-19) det(interest-21, the-20) nmod:in(agreement-18, interest-21) mark(obtaining-23, of-22) acl(interest-21, obtaining-23) dobj(obtaining-23, the-24) dobj(obtaining-23, carrots-26) case(assistance-31, of-28) amod(assistance-31, massive-29) amod(assistance-31, foreign-30) nmod:of(carrots-26, assistance-31)  ",carrots,26,"nmod:of(carrots-26, assistance-31) dobj(obtaining-23, carrots-26) ","interest of obtaining the "" carrots "" of massive foreign assistance",NNS,[],obtaining,VBG,object,,,obtaining,obtain,[],"[('of', 'assistance')]",['of'],[],['assistance'],[],,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,ambiguous,[],unknown,unknown
"However , it took a total "" carrot and stick "" approach to provide ample incentives to engage the disputants in serious reconciliation efforts .","However/RB ,/, it/PRP took/VBD a/DT total/JJ ''/'' carrot/NN and/CC stick/VB ''/'' approach/NN to/TO provide/VB ample/JJ incentives/NNS to/TO engage/VB the/DT disputants/NNS in/IN serious/JJ reconciliation/NN efforts/NNS ./."," advmod(took-4, However-1) nsubj(took-4, it-3) nsubj(stick-10, it-3) root(ROOT-0, took-4) det(carrot-8, a-5) amod(carrot-8, total-6) dobj(took-4, carrot-8) cc(took-4, and-9) conj:and(took-4, stick-10) dobj(stick-10, approach-12) mark(provide-14, to-13) acl(approach-12, provide-14) amod(incentives-16, ample-15) dobj(provide-14, incentives-16) mark(engage-18, to-17) advcl(provide-14, engage-18) det(disputants-20, the-19) dobj(engage-18, disputants-20) case(efforts-24, in-21) amod(efforts-24, serious-22) compound(efforts-24, reconciliation-23) nmod:in(engage-18, efforts-24)  ",carrot,8,"det(carrot-8, a-5) amod(carrot-8, total-6) dobj(took-4, carrot-8) ","it took a total "" carrot and stick "" approach to",NN,[],took,VBD,object,,,took,take,[],[],[],[],[],['a'],indefinite article,[],[],[],[],['total'],[0.00375],[0.01125],[0.0025],[0.015],[0.0175],[0.0],[0.43243695887445893],[0.005],[0.005],[0.0],[0.015],[0.005],[0.4875630411255411],[],[],[],[],[],[],[],[],[],[],a,unit,singular,linked,ambiguous,['A+N'],countable,unknown
"<p> The West 's "" carrot and stick "" strategy alone might not have resulted in serious negotiations had it not been for the tireless efforts of chief UN envoy Mohamed Sahnoun and US special envoy Robert Oakley .",<p>/NN The/DT West/NNP 's/POS ''/'' carrot/NN and/CC stick/NN ''/'' strategy/NN alone/RB might/MD not/RB have/VB resulted/VBN in/IN serious/JJ negotiations/NNS had/VBD it/PRP not/RB been/VBN for/IN the/DT tireless/JJ efforts/NNS of/IN chief/JJ UN/NNP envoy/NN Mohamed/NNP Sahnoun/NNP and/CC US/NNP special/JJ envoy/NN Robert/NNP Oakley/NNP ./.," nsubj(resulted-15, <p>-1) det(West-3, The-2) nmod:poss(carrot-6, West-3) case(West-3, 's-4) dep(<p>-1, carrot-6) cc(<p>-1, and-7) compound(strategy-10, stick-8) conj:and(<p>-1, strategy-10) nsubj(resulted-15, strategy-10) advmod(resulted-15, alone-11) aux(resulted-15, might-12) neg(resulted-15, not-13) aux(resulted-15, have-14) dep(efforts-26, resulted-15) case(negotiations-18, in-16) amod(negotiations-18, serious-17) nmod:in(resulted-15, negotiations-18) aux(efforts-26, had-19) dobj(efforts-26, it-20) neg(efforts-26, not-21) cop(efforts-26, been-22) case(efforts-26, for-23) det(efforts-26, the-24) amod(efforts-26, tireless-25) root(ROOT-0, efforts-26) case(Sahnoun-32, of-27) amod(Sahnoun-32, chief-28) compound(Sahnoun-32, UN-29) compound(Sahnoun-32, envoy-30) compound(Sahnoun-32, Mohamed-31) nmod:of(efforts-26, Sahnoun-32) cc(Sahnoun-32, and-33) nmod:of(efforts-26, US-34) conj:and(Sahnoun-32, US-34) amod(Oakley-38, special-35) compound(Oakley-38, envoy-36) compound(Oakley-38, Robert-37) nsubj(efforts-26, Oakley-38)  ",carrot,6,"nmod:poss(carrot-6, West-3) dep(<p>-1, carrot-6) ","<p> The West 's "" carrot and stick "" strategy alone",NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],,,,,,,,,,,,,,[],['West'],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"Lunch is like this , potatoes and carrots cooked together in a broth .","Lunch/NNP is/VBZ like/IN this/DT ,/, potatoes/NNS and/CC carrots/NNS cooked/VBN together/RB in/IN a/DT broth/NN ./."," nsubj(this-4, Lunch-1) cop(this-4, is-2) case(this-4, like-3) root(ROOT-0, this-4) appos(this-4, potatoes-6) cc(potatoes-6, and-7) appos(this-4, carrots-8) conj:and(potatoes-6, carrots-8) acl(potatoes-6, cooked-9) advmod(cooked-9, together-10) case(broth-13, in-11) det(broth-13, a-12) nmod:in(cooked-9, broth-13)  ",carrots,8,"appos(this-4, carrots-8) conj:and(potatoes-6, carrots-8) ","like this , potatoes and carrots cooked together in a broth",NNS,[],,,,,,,,,[],[],[],[],[],,"[('and', 'potatoes')]",['and'],['potatoes'],[],[],,,,,,,,,,,,,,[],[],[],[],[],"['modifier', 'this']",['this'],[],[],[],,,plural,bare plural,,[],unknown,unknown
"In principle , the ability of the United States to achieve its policy objectives depends on the magnitude of the incentives -- the size of the carrot or the stick -- and the degree of compatibility between US policy goals and those of the recipient militaries .","In/IN principle/NN ,/, the/DT ability/NN of/IN the/DT United/NNP States/NNPS to/TO achieve/VB its/PRP$ policy/NN objectives/NNS depends/VBZ on/IN the/DT magnitude/NN of/IN the/DT incentives/NNS --/: the/DT size/NN of/IN the/DT carrot/NN or/CC the/DT stick/NN --/: and/CC the/DT degree/NN of/IN compatibility/NN between/IN US/NNP policy/NN goals/NNS and/CC those/DT of/IN the/DT recipient/JJ militaries/NNS ./."," case(principle-2, In-1) nmod:in(depends-15, principle-2) det(ability-5, the-4) nsubj(depends-15, ability-5) case(States-9, of-6) det(States-9, the-7) compound(States-9, United-8) nmod:of(ability-5, States-9) mark(achieve-11, to-10) acl(ability-5, achieve-11) nmod:poss(objectives-14, its-12) compound(objectives-14, policy-13) dobj(achieve-11, objectives-14) root(ROOT-0, depends-15) case(magnitude-18, on-16) det(magnitude-18, the-17) nmod:on(depends-15, magnitude-18) case(incentives-21, of-19) det(incentives-21, the-20) nmod:of(magnitude-18, incentives-21) det(size-24, the-23) nmod:on(depends-15, size-24) conj:and(magnitude-18, size-24) case(carrot-27, of-25) det(carrot-27, the-26) nmod:of(size-24, carrot-27) cc(carrot-27, or-28) det(stick-30, the-29) nmod:of(size-24, stick-30) conj:or(carrot-27, stick-30) cc(magnitude-18, and-32) det(degree-34, the-33) nmod:on(depends-15, degree-34) conj:and(magnitude-18, degree-34) case(compatibility-36, of-35) nmod:of(degree-34, compatibility-36) case(goals-40, between-37) compound(goals-40, US-38) compound(goals-40, policy-39) nmod:between(compatibility-36, goals-40) cc(compatibility-36, and-41) nmod:of(degree-34, those-42) conj:and(compatibility-36, those-42) case(militaries-46, of-43) det(militaries-46, the-44) amod(militaries-46, recipient-45) nmod:of(those-42, militaries-46)  ",carrot,27,"case(carrot-27, of-25) det(carrot-27, the-26) cc(carrot-27, or-28) conj:or(carrot-27, stick-30) nmod:of(size-24, carrot-27) ",-- the size of the carrot or the stick -- and,NN,[],,,,,,,,,"[('of', 'size')]",['of'],['size'],[],['the'],definite article,"[('or', 'stick')]",['or'],['stick'],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"Almolonga is one of the larger producers of cabbages and carrots in the country , also producing onions , beets , cauliflower , radishes , and other vegetables .","Almolonga/NNP is/VBZ one/CD of/IN the/DT larger/JJR producers/NNS of/IN cabbages/NNS and/CC carrots/NNS in/IN the/DT country/NN ,/, also/RB producing/VBG onions/NNS ,/, beets/NNS ,/, cauliflower/NN ,/, radishes/NNS ,/, and/CC other/JJ vegetables/NNS ./."," nsubj(one-3, Almolonga-1) cop(one-3, is-2) root(ROOT-0, one-3) case(producers-7, of-4) det(producers-7, the-5) amod(producers-7, larger-6) nmod:of(one-3, producers-7) case(cabbages-9, of-8) nmod:of(producers-7, cabbages-9) cc(cabbages-9, and-10) nmod:of(producers-7, carrots-11) conj:and(cabbages-9, carrots-11) case(country-14, in-12) det(country-14, the-13) nmod:in(cabbages-9, country-14) advmod(producing-17, also-16) advcl(one-3, producing-17) dobj(producing-17, onions-18) dobj(producing-17, beets-20) conj:and(onions-18, beets-20) dobj(producing-17, cauliflower-22) conj:and(onions-18, cauliflower-22) dobj(producing-17, radishes-24) conj:and(onions-18, radishes-24) cc(onions-18, and-26) amod(vegetables-28, other-27) dobj(producing-17, vegetables-28) conj:and(onions-18, vegetables-28)  ",carrots,11,"nmod:of(producers-7, carrots-11) conj:and(cabbages-9, carrots-11) ","larger producers of cabbages and carrots in the country , also",NNS,[],,,,,,,,,"[('of', 'producers')]",['of'],['producers'],[],[],,"[('and', 'cabbages')]",['and'],['cabbages'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"With a stick of direct labor market and production regulation , and a carrot of government purchases and assistance awarded those firms moving in the desired direction , it needs to push restructuring in a direction other than the one it now "" naturally "" takes .","With/IN a/DT stick/NN of/IN direct/JJ labor/NN market/NN and/CC production/NN regulation/NN ,/, and/CC a/DT carrot/NN of/IN government/NN purchases/NNS and/CC assistance/NN awarded/VBD those/DT firms/NNS moving/VBG in/IN the/DT desired/VBN direction/NN ,/, it/PRP needs/VBZ to/TO push/VB restructuring/NN in/IN a/DT direction/NN other/JJ than/IN the/DT one/NN it/PRP now/RB ''/'' naturally/RB ''/'' takes/VBZ ./."," mark(awarded-20, With-1) det(stick-3, a-2) nsubj(awarded-20, stick-3) case(market-7, of-4) amod(market-7, direct-5) compound(market-7, labor-6) nmod:of(stick-3, market-7) cc(market-7, and-8) compound(regulation-10, production-9) nmod:of(stick-3, regulation-10) conj:and(market-7, regulation-10) cc(market-7, and-12) det(carrot-14, a-13) nmod:of(stick-3, carrot-14) conj:and(market-7, carrot-14) case(purchases-17, of-15) compound(purchases-17, government-16) nmod:of(carrot-14, purchases-17) cc(purchases-17, and-18) nmod:of(carrot-14, assistance-19) conj:and(purchases-17, assistance-19) advcl(needs-30, awarded-20) det(firms-22, those-21) dobj(awarded-20, firms-22) acl(firms-22, moving-23) case(direction-27, in-24) det(direction-27, the-25) amod(direction-27, desired-26) nmod:in(moving-23, direction-27) nsubj(needs-30, it-29) nsubj(push-32, it-29) ccomp(takes-46, needs-30) mark(push-32, to-31) xcomp(needs-30, push-32) nsubj(it-41, restructuring-33) case(direction-36, in-34) det(direction-36, a-35) nmod:in(restructuring-33, direction-36) case(one-40, other-37) case(one-40, than-38) det(one-40, the-39) nmod:than(direction-36, one-40) xcomp(push-32, it-41) advmod(push-32, now-42) advmod(push-32, naturally-44) root(ROOT-0, takes-46)  ",carrot,14,"det(carrot-14, a-13) nmod:of(carrot-14, purchases-17) nmod:of(carrot-14, assistance-19) nmod:of(stick-3, carrot-14) conj:and(market-7, carrot-14) ","production regulation , and a carrot of government purchases and assistance",NN,[],,,,,,,,,"[('of', 'purchases'), ('of', 'assistance'), ('of', 'stick')]","['of', 'of', 'of']",['stick'],"['purchases', 'assistance']",['a'],indefinite article,"[('and', 'market')]",['and'],['market'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],a,unit,singular,linked,,['A+N'],countable,unknown
"Moreover , the combination of grants and services is in many cases a big enough carrot to get firms to change behaviors .","Moreover/RB ,/, the/DT combination/NN of/IN grants/NNS and/CC services/NNS is/VBZ in/IN many/JJ cases/NNS a/DT big/JJ enough/JJ carrot/NN to/TO get/VB firms/NNS to/TO change/VB behaviors/NNS ./."," advmod(cases-12, Moreover-1) det(combination-4, the-3) nsubj(cases-12, combination-4) nsubj(get-18, combination-4) case(grants-6, of-5) nmod:of(combination-4, grants-6) cc(grants-6, and-7) nmod:of(combination-4, services-8) conj:and(grants-6, services-8) cop(cases-12, is-9) case(cases-12, in-10) amod(cases-12, many-11) root(ROOT-0, cases-12) det(carrot-16, a-13) amod(carrot-16, big-14) amod(carrot-16, enough-15) dep(cases-12, carrot-16) mark(get-18, to-17) xcomp(cases-12, get-18) dobj(get-18, firms-19) nsubj(change-21, firms-19) mark(change-21, to-20) xcomp(get-18, change-21) dobj(change-21, behaviors-22)  ",carrot,16,"det(carrot-16, a-13) amod(carrot-16, big-14) amod(carrot-16, enough-15) dep(cases-12, carrot-16) ",many cases a big enough carrot to get firms to change,NN,[],,,,,,,,,[],[],[],[],['a'],indefinite article,[],[],[],[],"['big', 'enough']","[0.0525, 0.03333333333333333]","[0.07175, 0.008854166666666666]","[0.019166666666666665, 0.0009375]","[0.22333333333333333, 0.04375]","[0.07, 0.012916666666666665]","[0.03, 0.0275]","[0.04125, 0.051]","[0.0325, 0.015]","[0.15449999999999997, 0.026708333333333334]","[0.06, 0.04]","[0.085, 0.0325]","[0.0575, 0.0575]","[0.1025, 0.65]",[],[],[],[],[],[],[],[],[],[],a,unit,singular,linked,,['A+N'],countable,unknown
"In "" Farmer Brown 's Field , "" the user creates his or her own ecosystem by selecting three life forms , such as carrots , rabbits , and wolves , and then watches their life cycles as the seasons change and populations grow and die off .","In/IN ''/'' Farmer/NNP Brown/NNP 's/VBZ Field/NNP ,/, ''/'' the/DT user/NN creates/VBZ his/PRP$ or/CC her/PRP$ own/JJ ecosystem/NN by/IN selecting/VBG three/CD life/NN forms/NNS ,/, such/JJ as/IN carrots/NNS ,/, rabbits/NNS ,/, and/CC wolves/NNS ,/, and/CC then/RB watches/VBZ their/PRP$ life/NN cycles/NNS as/IN the/DT seasons/NNS change/NN and/CC populations/NNS grow/VB and/CC die/VB off/RP ./."," dep(Field-6, In-1) compound(Brown-4, Farmer-3) nsubj(Field-6, Brown-4) nsubj(watches-34, Brown-4) cop(Field-6, 's-5) root(ROOT-0, Field-6) det(user-10, the-9) nsubj(creates-11, user-10) dep(Field-6, creates-11) amod(ecosystem-16, his-12) cc(his-12, or-13) conj:or(his-12, her-14) amod(ecosystem-16, her-14) amod(ecosystem-16, own-15) dobj(creates-11, ecosystem-16) mark(selecting-18, by-17) advcl(creates-11, selecting-18) nummod(forms-21, three-19) compound(forms-21, life-20) dobj(selecting-18, forms-21) case(carrots-25, such-23) mwe(such-23, as-24) nmod:such_as(Field-6, carrots-25) nmod:such_as(Field-6, rabbits-27) conj:and(carrots-25, rabbits-27) cc(carrots-25, and-29) nmod:such_as(Field-6, wolves-30) conj:and(carrots-25, wolves-30) cc(Field-6, and-32) advmod(watches-34, then-33) conj:and(Field-6, watches-34) nmod:poss(cycles-37, their-35) compound(cycles-37, life-36) dobj(watches-34, cycles-37) case(change-41, as-38) det(change-41, the-39) compound(change-41, seasons-40) nmod:as(watches-34, change-41) cc(change-41, and-42) nmod:as(watches-34, populations-43) conj:and(change-41, populations-43) dep(watches-34, grow-44) cc(grow-44, and-45) dep(watches-34, die-46) conj:and(grow-44, die-46) compound:prt(die-46, off-47)  ",carrots,25,"case(carrots-25, such-23) conj:and(carrots-25, rabbits-27) cc(carrots-25, and-29) conj:and(carrots-25, wolves-30) nmod:such_as(Field-6, carrots-25) ","life forms , such as carrots , rabbits , and wolves",NNS,[],,,,,,,,,"[('such_as', 'Field')]",['such_as'],['Field'],[],[],,"[('and', 'rabbits'), ('and', 'wolves')]","['and', 'and']","['rabbits', 'wolves']",[],[],,,,,,,,,,,,,,[],[],[],['such'],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
Indeed the indemnification of the SADF made it easier for the soldier to grasp the stick than to release the carrot .,Indeed/RB the/DT indemnification/NN of/IN the/DT SADF/NNP made/VBD it/PRP easier/JJR for/IN the/DT soldier/NN to/TO grasp/VB the/DT stick/NN than/IN to/TO release/VB the/DT carrot/NN ./.," advmod(made-7, Indeed-1) det(indemnification-3, the-2) nsubj(made-7, indemnification-3) case(SADF-6, of-4) det(SADF-6, the-5) nmod:of(indemnification-3, SADF-6) root(ROOT-0, made-7) nsubj(easier-9, it-8) xcomp(made-7, easier-9) case(soldier-12, for-10) det(soldier-12, the-11) nmod:for(easier-9, soldier-12) mark(grasp-14, to-13) acl(soldier-12, grasp-14) det(stick-16, the-15) dobj(grasp-14, stick-16) mark(release-19, than-17) mark(release-19, to-18) advcl(grasp-14, release-19) det(carrot-21, the-20) dobj(release-19, carrot-21)  ",carrot,21,"det(carrot-21, the-20) dobj(release-19, carrot-21) ",stick than to release the carrot .,NN,[],release,VB,object,,,release,release,[],[],[],[],[],['the'],definite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,linked,ambiguous,[],unknown,unknown
"43 The Long Reach of the SADF <p> While the SADF was mixing sticks and carrots south of the international border with Angola , it was equally intent upon projecting the war beyond that border .","43/CD The/NNP Long/NNP Reach/NNP of/IN the/DT SADF/NNP <p>/VBP While/IN the/DT SADF/NNP was/VBD mixing/VBG sticks/NNS and/CC carrots/NNS south/RB of/IN the/DT international/JJ border/NN with/IN Angola/NNP ,/, it/PRP was/VBD equally/RB intent/JJ upon/IN projecting/VBG the/DT war/NN beyond/IN that/DT border/NN ./."," nummod(Reach-4, 43-1) compound(Reach-4, The-2) compound(Reach-4, Long-3) nsubj(<p>-8, Reach-4) case(SADF-7, of-5) det(SADF-7, the-6) nmod:of(Reach-4, SADF-7) root(ROOT-0, <p>-8) mark(mixing-13, While-9) det(SADF-11, the-10) nsubj(mixing-13, SADF-11) aux(mixing-13, was-12) advcl(intent-28, mixing-13) dobj(mixing-13, sticks-14) cc(sticks-14, and-15) dobj(mixing-13, carrots-16) conj:and(sticks-14, carrots-16) advmod(mixing-13, south-17) case(border-21, of-18) det(border-21, the-19) amod(border-21, international-20) nmod:of(south-17, border-21) case(Angola-23, with-22) nmod:with(mixing-13, Angola-23) nsubj(intent-28, it-25) cop(intent-28, was-26) advmod(intent-28, equally-27) ccomp(<p>-8, intent-28) mark(projecting-30, upon-29) advcl(intent-28, projecting-30) det(war-32, the-31) dobj(projecting-30, war-32) case(border-35, beyond-33) det(border-35, that-34) nmod:beyond(projecting-30, border-35)  ",carrots,16,"dobj(mixing-13, carrots-16) conj:and(sticks-14, carrots-16) ",SADF was mixing sticks and carrots south of the international border,NNS,[],mixing,VBG,object,,,mixing,mix,[],[],[],[],[],[],,"[('and', 'sticks')]",['and'],['sticks'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,bare plural,ambiguous,[],unknown,unknown
"The $4 billion aid carrot the EC then produced could have been the last hope for avoiding war , had it not been dangled in front of the Yugoslavs at least a year too late .","The/DT $/$ 4/CD billion/CD aid/NN carrot/NN the/DT EC/NNP then/RB produced/VBD could/MD have/VB been/VBN the/DT last/JJ hope/NN for/IN avoiding/VBG war/NN ,/, had/VBD it/PRP not/RB been/VBN dangled/VBN in/IN front/NN of/IN the/DT Yugoslavs/NNPS at/IN least/JJS a/DT year/NN too/RB late/RB ./."," det(carrot-6, The-1) amod(carrot-6, $-2) compound(billion-4, 4-3) nummod($-2, billion-4) compound(carrot-6, aid-5) nsubj(hope-16, carrot-6) det(EC-8, the-7) nsubj(produced-10, EC-8) advmod(produced-10, then-9) acl:relcl(carrot-6, produced-10) aux(hope-16, could-11) aux(hope-16, have-12) cop(hope-16, been-13) det(hope-16, the-14) amod(hope-16, last-15) root(ROOT-0, hope-16) mark(avoiding-18, for-17) acl(hope-16, avoiding-18) dobj(avoiding-18, war-19) aux(dangled-25, had-21) nsubjpass(dangled-25, it-22) dep(dangled-25, not-23) auxpass(dangled-25, been-24) dep(hope-16, dangled-25) case(Yugoslavs-30, in-26) mwe(in-26, front-27) mwe(in-26, of-28) det(Yugoslavs-30, the-29) nmod:in_front_of(dangled-25, Yugoslavs-30) case(least-32, at-31) advmod(Yugoslavs-30, least-32) det(year-34, a-33) nmod:tmod(Yugoslavs-30, year-34) advmod(late-36, too-35) advmod(dangled-25, late-36)  ",carrot,6,"det(carrot-6, The-1) amod(carrot-6, $-2) compound(carrot-6, aid-5) acl:relcl(carrot-6, produced-10) nsubj(hope-16, carrot-6) ",The $4 billion aid carrot the EC then produced could have,NN,[],been,VBN,subject,been,be,,,[],[],[],[],[],['The'],other,[],[],[],['aid'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,singular,linked,ambiguous,[],unknown,unknown
"<p> Detente has some appeal , especially if the Western allies can reach a consensus on the carrots and sticks to be applied to Iran .","<p>/NNP Detente/NNP has/VBZ some/DT appeal/NN ,/, especially/RB if/IN the/DT Western/JJ allies/NNS can/MD reach/VB a/DT consensus/NN on/IN the/DT carrots/NNS and/CC sticks/VBZ to/TO be/VB applied/VBN to/TO Iran/NNP ./."," compound(Detente-2, <p>-1) nsubj(has-3, Detente-2) root(ROOT-0, has-3) det(appeal-5, some-4) dobj(has-3, appeal-5) advmod(reach-13, especially-7) mark(reach-13, if-8) det(allies-11, the-9) amod(allies-11, Western-10) nsubj(reach-13, allies-11) nsubj(sticks-20, allies-11) nsubjpass(applied-23, allies-11) aux(reach-13, can-12) advcl(has-3, reach-13) det(consensus-15, a-14) dobj(reach-13, consensus-15) case(carrots-18, on-16) det(carrots-18, the-17) nmod:on(reach-13, carrots-18) cc(reach-13, and-19) advcl(has-3, sticks-20) conj:and(reach-13, sticks-20) mark(applied-23, to-21) auxpass(applied-23, be-22) xcomp(sticks-20, applied-23) case(Iran-25, to-24) nmod:to(applied-23, Iran-25)  ",carrots,18,"case(carrots-18, on-16) det(carrots-18, the-17) nmod:on(reach-13, carrots-18) ",reach a consensus on the carrots and sticks to be applied,NNS,[],,,,,,,,,"[('on', 'reach')]",['on'],['reach'],[],['the'],definite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['on'],[],[],[],[],[],[],,,plural,linked,,[],unknown,unknown
"The enticement of being assessed , and possibly of getting an award , are the carrots Sheer has to dangle before students in order to get them to enroll in her training seminars that are mandatory for anyone wanting to enter the competition.","The/DT enticement/NN of/IN being/VBG assessed/VBN ,/, and/CC possibly/NNP of/IN getting/VBG an/DT award/NN ,/, are/VBP the/DT carrots/NNS Sheer/NNP has/VBZ to/TO dangle/VB before/IN students/NNS in/IN order/NN to/TO get/VB them/PRP to/TO enroll/VB in/IN her/PRP$ training/NN seminars/NNS that/WDT are/VBP mandatory/JJ for/IN anyone/NN wanting/VBG to/TO enter/VB the/DT competition/NN ./."," det(enticement-2, The-1) nsubj(carrots-16, enticement-2) mark(assessed-5, of-3) auxpass(assessed-5, being-4) acl(enticement-2, assessed-5) cc(enticement-2, and-7) conj:and(enticement-2, possibly-8) nsubj(carrots-16, possibly-8) mark(getting-10, of-9) acl(possibly-8, getting-10) det(award-12, an-11) dobj(getting-10, award-12) cop(carrots-16, are-14) det(carrots-16, the-15) root(ROOT-0, carrots-16) nsubj(has-18, Sheer-17) nsubj(dangle-20, Sheer-17) nsubj(get-26, Sheer-17) acl:relcl(carrots-16, has-18) mark(dangle-20, to-19) xcomp(has-18, dangle-20) case(students-22, before-21) nmod:before(dangle-20, students-22) acl(students-22, in-23) mwe(in-23, order-24) mark(get-26, to-25) xcomp(has-18, get-26) dobj(get-26, them-27) nsubj(enroll-29, them-27) mark(enroll-29, to-28) xcomp(get-26, enroll-29) case(seminars-33, in-30) nmod:poss(seminars-33, her-31) compound(seminars-33, training-32) nmod:in(enroll-29, seminars-33) nsubj(mandatory-36, seminars-33) ref(seminars-33, that-34) cop(mandatory-36, are-35) acl:relcl(seminars-33, mandatory-36) case(anyone-38, for-37) nmod:for(mandatory-36, anyone-38) acl(anyone-38, wanting-39) mark(enter-41, to-40) xcomp(wanting-39, enter-41) det(competition-43, the-42) dobj(enter-41, competition-43)  ",carrots,16,"nsubj(carrots-16, enticement-2) nsubj(carrots-16, possibly-8) cop(carrots-16, are-14) det(carrots-16, the-15) acl:relcl(carrots-16, has-18) root(ROOT-0, carrots-16) ","an award , are the carrots Sheer has to dangle before",NNS,[],are,VBP,object,,,are,be,[],[],[],[],[],['the'],definite article,[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],,,plural,linked,plural,[],unknown,unknown
