sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability
"Esau , the older brother , wavers between asserting and renouncing his power over his younger brother Jacob .","Esau/NNP ,/, the/DT older/JJR brother/NN ,/, wavers/VBZ between/IN asserting/VBG and/CC renouncing/VBG his/PRP$ power/NN over/IN his/PRP$ younger/JJR brother/NN Jacob/NNS ./.","nsubj(wavers-7, Esau-1) det(brother-5, the-3) amod(brother-5, older-4) appos(Esau-1, brother-5) root(ROOT-0, wavers-7) mark(asserting-9, between-8) advcl(wavers-7, asserting-9) cc(asserting-9, and-10) advcl(wavers-7, renouncing-11) conj:and(asserting-9, renouncing-11) nmod:poss(power-13, his-12) dobj(asserting-9, power-13) case(Jacob-18, over-14) nmod:poss(Jacob-18, his-15) amod(Jacob-18, younger-16) compound(Jacob-18, brother-17) nmod:over(asserting-9, Jacob-18)  ",brother,5,"det(brother-5, the-3) amod(brother-5, older-4) appos(Esau-1, brother-5) ","Esau , the older brother , wavers between asserting and",NN,[],,,,,[],[],[],[],['the'],[],[],['older'],[],[],[],[],[],"['modifier', 'Esau']",,,singular,,,unknown
"Esau , the older brother , wavers between asserting and renouncing his power over his younger brother Jacob .","Esau/NNP ,/, the/DT older/JJR brother/NN ,/, wavers/VBZ between/IN asserting/VBG and/CC renouncing/VBG his/PRP$ power/NN over/IN his/PRP$ younger/JJR brother/NN Jacob/NNS ./.","nsubj(wavers-7, Esau-1) det(brother-5, the-3) amod(brother-5, older-4) appos(Esau-1, brother-5) root(ROOT-0, wavers-7) mark(asserting-9, between-8) advcl(wavers-7, asserting-9) cc(asserting-9, and-10) advcl(wavers-7, renouncing-11) conj:and(asserting-9, renouncing-11) nmod:poss(power-13, his-12) dobj(asserting-9, power-13) case(Jacob-18, over-14) nmod:poss(Jacob-18, his-15) amod(Jacob-18, younger-16) compound(Jacob-18, brother-17) nmod:over(asserting-9, Jacob-18)  ",brother,17,"compound(Jacob-18, brother-17) ",his power over his younger brother Jacob .,NN,[],,,,,[],[],[],[],[],[],['Jacob'],[],[],[],[],[],[],[],,,singular,,,unknown
Joseph turns the tables on his older brothers who have tried to rule over him ; they accept his suzerainty and he forgives their having demeaned him ; they build a community together .,Joseph/NNP turns/VBZ the/DT tables/NNS on/IN his/PRP$ older/JJR brothers/NNS who/WP have/VBP tried/VBN to/TO rule/VB over/RP him/PRP ;/: they/PRP accept/VBP his/PRP$ suzerainty/NN and/CC he/PRP forgives/VBZ their/PRP$ having/VBG demeaned/VBN him/PRP ;/: they/PRP build/VBP a/DT community/NN together/RB ./.,"nsubj(turns-2, Joseph-1) root(ROOT-0, turns-2) det(tables-4, the-3) dobj(turns-2, tables-4) nsubj(tried-11, tables-4) nsubj(rule-13, tables-4) case(brothers-8, on-5) nmod:poss(brothers-8, his-6) amod(brothers-8, older-7) nmod:on(tables-4, brothers-8) ref(tables-4, who-9) aux(tried-11, have-10) acl:relcl(tables-4, tried-11) mark(rule-13, to-12) xcomp(tried-11, rule-13) compound:prt(rule-13, over-14) dobj(rule-13, him-15) nsubj(accept-18, they-17) parataxis(turns-2, accept-18) nmod:poss(suzerainty-20, his-19) dobj(accept-18, suzerainty-20) cc(accept-18, and-21) nsubj(forgives-23, he-22) parataxis(turns-2, forgives-23) conj:and(accept-18, forgives-23) nsubj(demeaned-26, their-24) aux(demeaned-26, having-25) dep(forgives-23, demeaned-26) dobj(demeaned-26, him-27) nsubj(build-30, they-29) parataxis(turns-2, build-30) det(community-32, a-31) dobj(build-30, community-32) advmod(build-30, together-33)  ",brothers,8,"case(brothers-8, on-5) nmod:poss(brothers-8, his-6) amod(brothers-8, older-7) nmod:on(tables-4, brothers-8) ",the tables on his older brothers who have tried to rule,NNS,[],,,,,"[('on', 'tables')]",['on'],['tables'],[],[],[],[],['older'],[],['his'],[],['on'],[],[],,,plural,,,unknown
"The Exodus pattern has been so powerful that we have paid little attention to the alternative that emerges from Genesis : the war and then the peace of brothers , sisters .","The/DT Exodus/NNP pattern/NN has/VBZ been/VBN so/RB powerful/JJ that/IN we/PRP have/VBP paid/VBN little/JJ attention/NN to/TO the/DT alternative/NN that/WDT emerges/VBZ from/IN Genesis/NNP :/: the/DT war/NN and/CC then/RB the/DT peace/NN of/IN brothers/NNS ,/, sisters/NNS ./.","det(pattern-3, The-1) compound(pattern-3, Exodus-2) nsubj(powerful-7, pattern-3) aux(powerful-7, has-4) cop(powerful-7, been-5) advmod(powerful-7, so-6) root(ROOT-0, powerful-7) mark(paid-11, that-8) nsubj(paid-11, we-9) aux(paid-11, have-10) ccomp(powerful-7, paid-11) amod(attention-13, little-12) dobj(paid-11, attention-13) case(alternative-16, to-14) det(alternative-16, the-15) nmod:to(paid-11, alternative-16) nsubj(emerges-18, alternative-16) ref(alternative-16, that-17) acl:relcl(alternative-16, emerges-18) case(Genesis-20, from-19) nmod:from(emerges-18, Genesis-20) det(war-23, the-22) dobj(emerges-18, war-23) cc(war-23, and-24) advmod(peace-27, then-25) det(peace-27, the-26) dobj(emerges-18, peace-27) conj:and(war-23, peace-27) case(brothers-29, of-28) nmod:of(peace-27, brothers-29) appos(brothers-29, sisters-31)  ",brothers,29,"case(brothers-29, of-28) appos(brothers-29, sisters-31) nmod:of(peace-27, brothers-29) ","and then the peace of brothers , sisters .",NNS,[],,,,,"[('of', 'peace')]",['of'],['peace'],[],[],[],[],[],[],[],[],['of'],[],"['modified', 'sisters']",,,plural,,,unknown
"Interpreted theologically , this is a call to conversion from the mouth of Christ himself , as he comes to us in his suffering brothers and sisters .","Interpreted/VBN theologically/RB ,/, this/DT is/VBZ a/DT call/NN to/TO conversion/NN from/IN the/DT mouth/NN of/IN Christ/VBG himself/PRP ,/, as/IN he/PRP comes/VBZ to/TO us/PRP in/IN his/PRP$ suffering/NN brothers/NNS and/CC sisters/NNS ./.","advcl(call-7, Interpreted-1) advmod(Interpreted-1, theologically-2) nsubj(call-7, this-4) cop(call-7, is-5) det(call-7, a-6) root(ROOT-0, call-7) case(conversion-9, to-8) nmod:to(call-7, conversion-9) case(mouth-12, from-10) det(mouth-12, the-11) nmod:from(conversion-9, mouth-12) mark(Christ-14, of-13) acl(mouth-12, Christ-14) dobj(Christ-14, himself-15) mark(comes-19, as-17) nsubj(comes-19, he-18) advcl(Christ-14, comes-19) case(us-21, to-20) nmod:to(comes-19, us-21) case(brothers-25, in-22) nmod:poss(brothers-25, his-23) compound(brothers-25, suffering-24) nmod:in(comes-19, brothers-25) cc(brothers-25, and-26) nmod:in(comes-19, sisters-27) conj:and(brothers-25, sisters-27)  ",brothers,25,"case(brothers-25, in-22) nmod:poss(brothers-25, his-23) compound(brothers-25, suffering-24) cc(brothers-25, and-26) conj:and(brothers-25, sisters-27) nmod:in(comes-19, brothers-25) ",to us in his suffering brothers and sisters .,NNS,[],,,,,"[('in', 'comes')]",['in'],['comes'],[],[],"[('and', 'sisters')]",['suffering'],[],[],['his'],[],['in'],[],[],,,plural,,,unknown
"In 1988 , 404 schools had an overseas sister or brother school .","In/IN 1988/CD ,/, 404/CD schools/NNS had/VBD an/DT overseas/JJ sister/NN or/CC brother/NN school/NN ./.","case(1988-2, In-1) nmod:in(had-6, 1988-2) nummod(schools-5, 404-4) nsubj(had-6, schools-5) root(ROOT-0, had-6) det(sister-9, an-7) amod(sister-9, overseas-8) dobj(had-6, sister-9) cc(sister-9, or-10) compound(school-12, brother-11) dobj(had-6, school-12) conj:or(sister-9, school-12)  ",brother,11,"compound(school-12, brother-11) ",had an overseas sister or brother school .,NN,[],had,VBD,object,[],[],[],[],[],[],[],['school'],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"It is an expression of his exclusive relationship to the Father , by reason of his origin , and his inclusive relationship of fellowship to his many brothers and sisters .","It/PRP is/VBZ an/DT expression/NN of/IN his/PRP$ exclusive/JJ relationship/NN to/TO the/DT Father/NNP ,/, by/IN reason/NN of/IN his/PRP$ origin/NN ,/, and/CC his/PRP$ inclusive/JJ relationship/NN of/IN fellowship/NN to/TO his/PRP$ many/JJ brothers/NNS and/CC sisters/NNS ./.","nsubj(expression-4, It-1) cop(expression-4, is-2) det(expression-4, an-3) root(ROOT-0, expression-4) case(relationship-8, of-5) nmod:poss(relationship-8, his-6) amod(relationship-8, exclusive-7) nmod:of(expression-4, relationship-8) case(Father-11, to-9) det(Father-11, the-10) nmod:to(relationship-8, Father-11) case(reason-14, by-13) nmod:by(expression-4, reason-14) case(origin-17, of-15) nmod:poss(origin-17, his-16) nmod:of(reason-14, origin-17) cc(reason-14, and-19) nmod:poss(relationship-22, his-20) amod(relationship-22, inclusive-21) nmod:by(expression-4, relationship-22) conj:and(reason-14, relationship-22) case(fellowship-24, of-23) nmod:of(relationship-22, fellowship-24) case(brothers-28, to-25) nmod:poss(brothers-28, his-26) amod(brothers-28, many-27) nmod:to(fellowship-24, brothers-28) cc(brothers-28, and-29) nmod:to(fellowship-24, sisters-30) conj:and(brothers-28, sisters-30)  ",brothers,28,"case(brothers-28, to-25) nmod:poss(brothers-28, his-26) amod(brothers-28, many-27) cc(brothers-28, and-29) conj:and(brothers-28, sisters-30) nmod:to(fellowship-24, brothers-28) ",of fellowship to his many brothers and sisters .,NNS,[],,,,,"[('to', 'fellowship')]",['to'],['fellowship'],[],[],"[('and', 'sisters')]",[],['many'],[],['his'],[],['to'],[],[],many,fuzzy,plural,,F+NS,countable
"In the aftermath of de la Guardia 's execution , Jose Abrantes Fernandez , interior minister and third most powerful man in Cuba after Fidel and his brother Raul , resigned and was subsequently arrested .","In/IN the/DT aftermath/NN of/IN de/NNP la/NNP Guardia/NNP 's/POS execution/NN ,/, Jose/NNP Abrantes/NNPS Fernandez/NNP ,/, interior/JJ minister/NN and/CC third/JJ most/RBS powerful/JJ man/NN in/IN Cuba/NNP after/IN Fidel/NNP and/CC his/PRP$ brother/NN Raul/NN ,/, resigned/VBD and/CC was/VBD subsequently/RB arrested/VBN ./.","case(aftermath-3, In-1) det(aftermath-3, the-2) nmod:in(resigned-31, aftermath-3) case(execution-9, of-4) compound(Guardia-7, de-5) compound(Guardia-7, la-6) nmod:poss(execution-9, Guardia-7) case(Guardia-7, 's-8) nmod:of(aftermath-3, execution-9) compound(Fernandez-13, Jose-11) compound(Fernandez-13, Abrantes-12) nsubj(resigned-31, Fernandez-13) nsubjpass(arrested-35, Fernandez-13) amod(minister-16, interior-15) appos(Fernandez-13, minister-16) cc(minister-16, and-17) amod(man-21, third-18) advmod(powerful-20, most-19) amod(man-21, powerful-20) appos(Fernandez-13, man-21) conj:and(minister-16, man-21) case(Cuba-23, in-22) nmod:in(man-21, Cuba-23) case(Fidel-25, after-24) nmod:after(Cuba-23, Fidel-25) cc(minister-16, and-26) nmod:poss(Raul-29, his-27) compound(Raul-29, brother-28) appos(Fernandez-13, Raul-29) conj:and(minister-16, Raul-29) root(ROOT-0, resigned-31) cc(resigned-31, and-32) auxpass(arrested-35, was-33) advmod(arrested-35, subsequently-34) conj:and(resigned-31, arrested-35)  ",brother,28,"compound(Raul-29, brother-28) ","Cuba after Fidel and his brother Raul , resigned and was",NN,[],,,,,[],[],[],[],[],[],['Raul'],[],[],[],[],[],[],[],,,singular,,,unknown
"1 His brother , King Hussein , asked the PLO , "" How long shall we heed those among us who say : leave it to future generations ?","1/CD His/PRP$ brother/NN ,/, King/NNP Hussein/NNP ,/, asked/VBD the/DT PLO/NNP ,/, ''/'' How/WRB long/JJ shall/NNS we/PRP heed/VB those/DT among/IN us/PRP who/WP say/VBP :/: leave/VBP it/PRP to/TO future/JJ generations/NNS ?/.","root(ROOT-0, 1-1) nmod:poss(brother-3, His-2) nsubj(asked-8, brother-3) compound(Hussein-6, King-5) appos(brother-3, Hussein-6) acl:relcl(1-1, asked-8) det(PLO-10, the-9) dobj(asked-8, PLO-10) nsubj(say-22, PLO-10) advmod(long-14, How-13) amod(shall-15, long-14) dobj(heed-17, shall-15) nsubj(heed-17, we-16) acl:relcl(PLO-10, heed-17) dobj(heed-17, those-18) nsubj(say-22, those-18) case(us-20, among-19) nmod:among(those-18, us-20) ref(PLO-10, who-21) ref(those-18, who-21) acl:relcl(those-18, say-22) dep(1-1, leave-24) dobj(leave-24, it-25) case(generations-28, to-26) amod(generations-28, future-27) nmod:to(leave-24, generations-28)  ",brother,3,"nmod:poss(brother-3, His-2) appos(brother-3, Hussein-6) nsubj(asked-8, brother-3) ","1 His brother , King Hussein , asked",NN,[],asked,VBD,subject,[],[],[],[],[],[],[],[],[],[],['His'],[],[],[],"['modified', 'Hussein']",,,singular,ambiguous,,unknown
"( n104 ) In the context of Early Modern Europe and using the homosexual only brother of Louis XIV as a case study , Robert Oresko has explored homosexuality among court elites and the more general "" sexual mechanism ' embedded in the system "" of royal absolutism as integral to the manipulation of power through access to the king , control of patronage and the servicing of clientele networks.","-LRB-/-LRB- n104/NNP -RRB-/-RRB- In/IN the/DT context/NN of/IN Early/NNP Modern/NNP Europe/NNP and/CC using/VBG the/DT homosexual/JJ only/JJ brother/NN of/IN Louis/NNP XIV/NNP as/IN a/DT case/NN study/NN ,/, Robert/NNP Oresko/NNP has/VBZ explored/VBN homosexuality/NN among/IN court/NN elites/NNS and/CC the/DT more/JJR general/NN ''/'' sexual/JJ mechanism/NN '/POS embedded/NN in/IN the/DT system/NN ''/'' of/IN royal/JJ absolutism/NN as/IN integral/JJ to/TO the/DT manipulation/NN of/IN power/NN through/IN access/NN to/TO the/DT king/NN ,/, control/NN of/IN patronage/NN and/CC the/DT servicing/NN of/IN clientele/NN networks/NNS ./.","nsubj(explored-28, n104-2) case(context-6, In-4) det(context-6, the-5) nmod:in(n104-2, context-6) case(Europe-10, of-7) compound(Europe-10, Early-8) compound(Europe-10, Modern-9) nmod:of(context-6, Europe-10) cc(context-6, and-11) nmod:in(n104-2, using-12) conj:and(context-6, using-12) det(brother-16, the-13) amod(brother-16, homosexual-14) amod(brother-16, only-15) dobj(using-12, brother-16) case(XIV-19, of-17) compound(XIV-19, Louis-18) nmod:of(brother-16, XIV-19) case(study-23, as-20) det(study-23, a-21) compound(study-23, case-22) nmod:as(using-12, study-23) compound(Oresko-26, Robert-25) appos(study-23, Oresko-26) aux(explored-28, has-27) root(ROOT-0, explored-28) dobj(explored-28, homosexuality-29) case(elites-32, among-30) compound(elites-32, court-31) nmod:among(homosexuality-29, elites-32) cc(elites-32, and-33) det(general-36, the-34) amod(general-36, more-35) nmod:among(homosexuality-29, general-36) conj:and(elites-32, general-36) amod(mechanism-39, sexual-38) nmod:poss(embedded-41, mechanism-39) case(mechanism-39, '-40) dep(homosexuality-29, embedded-41) case(system-44, in-42) det(system-44, the-43) nmod:in(embedded-41, system-44) case(absolutism-48, of-46) amod(absolutism-48, royal-47) nmod:of(homosexuality-29, absolutism-48) case(integral-50, as-49) nmod:as(homosexuality-29, integral-50) case(manipulation-53, to-51) det(manipulation-53, the-52) nmod:to(explored-28, manipulation-53) case(power-55, of-54) nmod:of(manipulation-53, power-55) case(access-57, through-56) nmod:through(explored-28, access-57) case(king-60, to-58) det(king-60, the-59) nmod:to(access-57, king-60) nmod:through(explored-28, control-62) conj:and(access-57, control-62) case(patronage-64, of-63) nmod:of(control-62, patronage-64) cc(access-57, and-65) det(servicing-67, the-66) nmod:through(explored-28, servicing-67) conj:and(access-57, servicing-67) case(networks-70, of-68) compound(networks-70, clientele-69) nmod:of(servicing-67, networks-70)  ",brother,16,"det(brother-16, the-13) amod(brother-16, homosexual-14) amod(brother-16, only-15) nmod:of(brother-16, XIV-19) dobj(using-12, brother-16) ",and using the homosexual only brother of Louis XIV as a,NN,[],using,VBG,object,[],"[('of', 'XIV')]",['of'],[],['XIV'],['the'],[],[],"['homosexual', 'only']",[],[],[],[],[],[],,,singular,ambiguous,,unknown
"Those who would prefer to remain in Arab jurisdiction should be resettled in areas under control of governments willing to help their Arab brothers , if assisted and enabled to earn their own living , make permanent homes , and live in peace and dignity .","Those/DT who/WP would/MD prefer/VB to/TO remain/VB in/IN Arab/JJ jurisdiction/NN should/MD be/VB resettled/VBN in/IN areas/NNS under/IN control/NN of/IN governments/NNS willing/JJ to/TO help/VB their/PRP$ Arab/JJ brothers/NNS ,/, if/IN assisted/VBD and/CC enabled/VBD to/TO earn/VB their/PRP$ own/JJ living/NN ,/, make/VB permanent/JJ homes/NNS ,/, and/CC live/VB in/IN peace/NN and/CC dignity/NN ./.","nsubj(prefer-4, Those-1) nsubj(remain-6, Those-1) nsubjpass(resettled-12, Those-1) ref(Those-1, who-2) aux(prefer-4, would-3) acl:relcl(Those-1, prefer-4) mark(remain-6, to-5) xcomp(prefer-4, remain-6) case(jurisdiction-9, in-7) amod(jurisdiction-9, Arab-8) nmod:in(remain-6, jurisdiction-9) aux(resettled-12, should-10) auxpass(resettled-12, be-11) root(ROOT-0, resettled-12) case(areas-14, in-13) nmod:in(resettled-12, areas-14) case(control-16, under-15) nmod:under(resettled-12, control-16) case(governments-18, of-17) nmod:of(control-16, governments-18) xcomp(resettled-12, willing-19) mark(help-21, to-20) xcomp(willing-19, help-21) nmod:poss(brothers-24, their-22) amod(brothers-24, Arab-23) dobj(help-21, brothers-24) mark(assisted-27, if-26) advcl(resettled-12, assisted-27) cc(assisted-27, and-28) advcl(resettled-12, enabled-29) conj:and(assisted-27, enabled-29) mark(earn-31, to-30) xcomp(enabled-29, earn-31) nmod:poss(living-34, their-32) amod(living-34, own-33) dobj(earn-31, living-34) xcomp(enabled-29, make-36) conj:and(earn-31, make-36) amod(homes-38, permanent-37) dobj(make-36, homes-38) cc(earn-31, and-40) xcomp(enabled-29, live-41) conj:and(earn-31, live-41) case(peace-43, in-42) nmod:in(live-41, peace-43) cc(peace-43, and-44) nmod:in(live-41, dignity-45) conj:and(peace-43, dignity-45)  ",brothers,24,"nmod:poss(brothers-24, their-22) amod(brothers-24, Arab-23) dobj(help-21, brothers-24) ","willing to help their Arab brothers , if assisted and enabled",NNS,[],help,VB,object,[],[],[],[],[],[],[],[],['Arab'],[],['their'],[],[],[],[],,,plural,ambiguous,,unknown
"71 As the Kalb brothers report in their biography of Kissinger : "" Nixon gave his approval .",71/CD As/RB the/DT Kalb/NNP brothers/NNS report/VBP in/IN their/PRP$ biography/NN of/IN Kissinger/NNP :/: ''/'' Nixon/NNP gave/VBD his/PRP$ approval/NN ./.,"nmod:npmod(As-2, 71-1) advmod(report-6, As-2) det(brothers-5, the-3) compound(brothers-5, Kalb-4) nsubj(report-6, brothers-5) root(ROOT-0, report-6) case(biography-9, in-7) nmod:poss(biography-9, their-8) nmod:in(report-6, biography-9) case(Kissinger-11, of-10) nmod:of(biography-9, Kissinger-11) nsubj(gave-15, Nixon-14) parataxis(report-6, gave-15) nmod:poss(approval-17, his-16) dobj(gave-15, approval-17)  ",brothers,5,"det(brothers-5, the-3) compound(brothers-5, Kalb-4) nsubj(report-6, brothers-5) ",71 As the Kalb brothers report in their biography of,NNS,[],report,VBP,subject,[],[],[],[],[],['the'],[],['Kalb'],[],[],[],[],[],[],[],,,plural,plural,,unknown
"He was a vice-chairman of the CCP 's Military Affairs Commission , and his younger brother and son-in-law served as two of the three army directors .","He/PRP was/VBD a/DT vice-chairman/NN of/IN the/DT CCP/NNP 's/POS Military/NNP Affairs/NNP Commission/NNP ,/, and/CC his/PRP$ younger/JJR brother/NN and/CC son-in-law/NN served/VBD as/IN two/CD of/IN the/DT three/CD army/NN directors/NNS ./.","nsubj(vice-chairman-4, He-1) cop(vice-chairman-4, was-2) det(vice-chairman-4, a-3) root(ROOT-0, vice-chairman-4) case(Commission-11, of-5) det(CCP-7, the-6) nmod:poss(Commission-11, CCP-7) case(CCP-7, 's-8) compound(Commission-11, Military-9) compound(Commission-11, Affairs-10) nmod:of(vice-chairman-4, Commission-11) cc(vice-chairman-4, and-13) nmod:poss(brother-16, his-14) amod(brother-16, younger-15) nsubj(served-19, brother-16) cc(brother-16, and-17) conj:and(brother-16, son-in-law-18) nsubj(served-19, son-in-law-18) conj:and(vice-chairman-4, served-19) case(two-21, as-20) nmod:as(served-19, two-21) case(directors-26, of-22) det(directors-26, the-23) nummod(directors-26, three-24) compound(directors-26, army-25) nmod:of(two-21, directors-26)  ",brother,16,"nmod:poss(brother-16, his-14) amod(brother-16, younger-15) cc(brother-16, and-17) conj:and(brother-16, son-in-law-18) nsubj(served-19, brother-16) ","Commission , and his younger brother and son-in-law served as two",NN,[],served,VBD,subject,[],[],[],[],[],[],[],[],['younger'],[],['his'],[],[],[],[],,,singular,ambiguous,,unknown
"Fathers and sons , brother and brother became avowed enemies .","Fathers/NNS and/CC sons/NNS ,/, brother/NN and/CC brother/NN became/VBD avowed/JJ enemies/NNS ./.","nsubj(became-8, Fathers-1) cc(Fathers-1, and-2) conj:and(Fathers-1, sons-3) nsubj(became-8, sons-3) conj:and(Fathers-1, brother-5) nsubj(became-8, brother-5) cc(Fathers-1, and-6) conj:and(Fathers-1, brother-7) nsubj(became-8, brother-7) root(ROOT-0, became-8) amod(enemies-10, avowed-9) xcomp(became-8, enemies-10)  ",brother,5,"conj:and(Fathers-1, brother-5) nsubj(became-8, brother-5) ","Fathers and sons , brother and brother became avowed enemies",NN,[],became,VBD,subject,[],[],[],[],[],[],"[('and', 'Fathers')]",[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"Fathers and sons , brother and brother became avowed enemies .","Fathers/NNS and/CC sons/NNS ,/, brother/NN and/CC brother/NN became/VBD avowed/JJ enemies/NNS ./.","nsubj(became-8, Fathers-1) cc(Fathers-1, and-2) conj:and(Fathers-1, sons-3) nsubj(became-8, sons-3) conj:and(Fathers-1, brother-5) nsubj(became-8, brother-5) cc(Fathers-1, and-6) conj:and(Fathers-1, brother-7) nsubj(became-8, brother-7) root(ROOT-0, became-8) amod(enemies-10, avowed-9) xcomp(became-8, enemies-10)  ",brother,7,"conj:and(Fathers-1, brother-7) nsubj(became-8, brother-7) ","and sons , brother and brother became avowed enemies .",NN,[],became,VBD,subject,[],[],[],[],[],[],"[('and', 'Fathers')]",[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"<p> We , children of the old Europe , do not like the Americans .... We do not like them , because the best in us rebels against this : our culture and our tradition .... To us this white brother "" over there "" remains a boisterous , narrow , conceited , arrogant and a very vulgar upstart ; a relative whom we wish well , as long as he does not force himself upon us .","<p>/RB We/PRP ,/, children/NNS of/IN the/DT old/JJ Europe/NNP ,/, do/VBP not/RB like/VB the/DT Americans/NNPS .../: ./.We/PRP do/VBP not/RB like/VB them/PRP ,/, because/IN the/DT best/JJS in/IN us/PRP rebels/NNS against/IN this/DT :/: our/PRP$ culture/NN and/CC our/PRP$ tradition/NN .../: ./.To/TO us/PRP this/DT white/JJ brother/NN ''/'' over/IN there/RB ''/'' remains/VBZ a/DT boisterous/JJ ,/, narrow/JJ ,/, conceited/JJ ,/, arrogant/JJ and/CC a/DT very/RB vulgar/JJ upstart/NN ;/: a/DT relative/NN whom/WP we/PRP wish/VBP well/RB ,/, as/RB long/RB as/IN he/PRP does/VBZ not/RB force/VB himself/PRP upon/IN us/PRP ./.","advmod(like-12, <p>-1) nsubj(like-12, We-2) appos(We-2, children-4) case(Europe-8, of-5) det(Europe-8, the-6) amod(Europe-8, old-7) nmod:of(children-4, Europe-8) aux(like-12, do-10) neg(like-12, not-11) root(ROOT-0, like-12) det(Americans-14, the-13) dobj(like-12, Americans-14)  nsubj(like-4, We-1) aux(like-4, do-2) neg(like-4, not-3) root(ROOT-0, like-4) dobj(like-4, them-5) case(best-9, because-7) det(best-9, the-8) nmod:because(like-4, best-9) case(rebels-12, in-10) dep(rebels-12, us-11) nmod:in(best-9, rebels-12) case(this-14, against-13) nmod:against(rebels-12, this-14) nmod:poss(culture-17, our-16) dep(this-14, culture-17) cc(culture-17, and-18) nmod:poss(tradition-20, our-19) dep(this-14, tradition-20) conj:and(culture-17, tradition-20)  case(us-2, To-1) nmod:to(remains-10, us-2) det(brother-5, this-3) amod(brother-5, white-4) nsubj(remains-10, brother-5) case(there-8, over-7) nmod:over(brother-5, there-8) root(ROOT-0, remains-10) det(arrogant-18, a-11) amod(arrogant-18, boisterous-12) amod(arrogant-18, narrow-14) amod(arrogant-18, conceited-16) xcomp(remains-10, arrogant-18) cc(arrogant-18, and-19) det(upstart-23, a-20) advmod(vulgar-22, very-21) amod(upstart-23, vulgar-22) xcomp(remains-10, upstart-23) conj:and(arrogant-18, upstart-23) det(relative-26, a-25) dep(arrogant-18, relative-26) dobj(wish-29, relative-26) ref(relative-26, whom-27) nsubj(wish-29, we-28) acl:relcl(relative-26, wish-29) advmod(wish-29, well-30) advmod(long-33, as-32) advmod(force-38, long-33) mark(force-38, as-34) nsubj(force-38, he-35) aux(force-38, does-36) neg(force-38, not-37) advcl(wish-29, force-38) dobj(force-38, himself-39) case(us-41, upon-40) nmod:upon(force-38, us-41)  ",brother,41,,".... To us this white brother "" over there "" remains",NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,,unknown
"At one point , for example , Rama agrees to help Sugreeva , a monkey whose brother has unjustly taken his wife and banished him from their homeland .","At/IN one/CD point/NN ,/, for/IN example/NN ,/, Rama/NNP agrees/VBZ to/TO help/VB Sugreeva/NNP ,/, a/DT monkey/NN whose/WP$ brother/NN has/VBZ unjustly/RB taken/VBN his/PRP$ wife/NN and/CC banished/VBN him/PRP from/IN their/PRP$ homeland/NN ./.","case(point-3, At-1) nummod(point-3, one-2) nmod:at(agrees-9, point-3) case(example-6, for-5) nmod:for(agrees-9, example-6) nsubj(agrees-9, Rama-8) nsubj(help-11, Rama-8) root(ROOT-0, agrees-9) mark(help-11, to-10) xcomp(agrees-9, help-11) dobj(help-11, Sugreeva-12) det(monkey-15, a-14) appos(Sugreeva-12, monkey-15) nmod:poss(brother-17, monkey-15) ref(monkey-15, whose-16) nsubj(taken-20, brother-17) nsubj(banished-24, brother-17) aux(taken-20, has-18) advmod(taken-20, unjustly-19) acl:relcl(monkey-15, taken-20) nmod:poss(wife-22, his-21) dobj(taken-20, wife-22) cc(taken-20, and-23) acl:relcl(monkey-15, banished-24) conj:and(taken-20, banished-24) dobj(banished-24, him-25) case(homeland-28, from-26) nmod:poss(homeland-28, their-27) nmod:from(banished-24, homeland-28)  ",brother,17,"nmod:poss(brother-17, monkey-15) nsubj(taken-20, brother-17) nsubj(banished-24, brother-17) ","Sugreeva , a monkey whose brother has unjustly taken his wife",NN,[],taken,VBN,subject,[],[],[],[],[],[],[],[],[],[],['monkey'],[],[],[],[],,,singular,ambiguous,,unknown
