sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability
Suffolk County Superior Court Judge Sandra Hamlin interpreted the law not to allow sole reliance on spiritual healing if a child is in danger of serious bodily harm or death .,Suffolk/NNP County/NNP Superior/NNP Court/NNP Judge/NNP Sandra/NNP Hamlin/NNP interpreted/VBD the/DT law/NN not/RB to/TO allow/VB sole/JJ reliance/NN on/IN spiritual/JJ healing/NN if/IN a/DT child/NN is/VBZ in/IN danger/NN of/IN serious/JJ bodily/NN harm/NN or/CC death/NN ./.,"compound(Hamlin-7, Suffolk-1) compound(Hamlin-7, County-2) compound(Hamlin-7, Superior-3) compound(Hamlin-7, Court-4) compound(Hamlin-7, Judge-5) compound(Hamlin-7, Sandra-6) nsubj(interpreted-8, Hamlin-7) root(ROOT-0, interpreted-8) det(law-10, the-9) dobj(interpreted-8, law-10) neg(allow-13, not-11) mark(allow-13, to-12) acl(law-10, allow-13) amod(reliance-15, sole-14) dobj(allow-13, reliance-15) case(healing-18, on-16) amod(healing-18, spiritual-17) nmod:on(allow-13, healing-18) mark(danger-24, if-19) det(child-21, a-20) nsubj(danger-24, child-21) cop(danger-24, is-22) case(danger-24, in-23) advcl:in(allow-13, danger-24) case(harm-28, of-25) amod(harm-28, serious-26) compound(harm-28, bodily-27) nmod:of(danger-24, harm-28) cc(harm-28, or-29) nmod:of(danger-24, death-30) conj:or(harm-28, death-30)  ",harm,28,"case(harm-28, of-25) amod(harm-28, serious-26) compound(harm-28, bodily-27) cc(harm-28, or-29) conj:or(harm-28, death-30) nmod:of(danger-24, harm-28) ",in danger of serious bodily harm or death .,NN,[],,,,,"[('of', 'danger')]",['of'],['danger'],[],[],"[('or', 'death')]",['bodily'],['serious'],[],[],[],['of'],[],[],,,singular,,,unknown
"At present Oxford surely does more good than harm .... <p> I go further than a mere tolerance of Oxford ; as I have said , I wish to suffer the Church of England .","At/IN present/JJ Oxford/NNP surely/RB does/VBZ more/RBR good/JJ than/IN harm/NN .../: <p>/RB I/PRP go/VBP further/RBR than/IN a/DT mere/JJ tolerance/NN of/IN Oxford/NNP ;/: as/IN I/PRP have/VBP said/VBD ,/, I/PRP wish/VBP to/TO suffer/VB the/DT Church/NN of/IN England/NNP ./.","case(present-2, At-1) advcl:at(does-5, present-2) nsubj(does-5, Oxford-3) advmod(does-5, surely-4) root(ROOT-0, does-5) advmod(good-7, more-6) xcomp(does-5, good-7) case(harm-9, than-8) nmod:than(good-7, harm-9) advmod(go-13, <p>-11) nsubj(go-13, I-12) parataxis(does-5, go-13) advmod(go-13, further-14) case(tolerance-18, than-15) det(tolerance-18, a-16) amod(tolerance-18, mere-17) nmod:than(go-13, tolerance-18) case(Oxford-20, of-19) nmod:of(tolerance-18, Oxford-20) mark(said-25, as-22) nsubj(said-25, I-23) aux(said-25, have-24) advcl(wish-28, said-25) nsubj(wish-28, I-27) nsubj(suffer-30, I-27) parataxis(does-5, wish-28) mark(suffer-30, to-29) xcomp(wish-28, suffer-30) det(Church-32, the-31) dobj(suffer-30, Church-32) case(England-34, of-33) nmod:of(Church-32, England-34)  ",harm,9,"case(harm-9, than-8) nmod:than(good-7, harm-9) ",surely does more good than harm .... <p> I go further,NN,[],,,,,"[('than', 'good')]",['than'],['good'],[],[],[],[],[],[],[],[],['than'],[],[],,,singular,,,unknown
"Mort 's feet , summoned by awe , trod without harm on the amber grit .","Mort/NNP 's/POS feet/NNS ,/, summoned/VBN by/IN awe/NN ,/, trod/VBD without/IN harm/NN on/IN the/DT amber/NN grit/NN ./.","nmod:poss(feet-3, Mort-1) case(Mort-1, 's-2) nsubj(trod-9, feet-3) acl(feet-3, summoned-5) case(awe-7, by-6) nmod:by(summoned-5, awe-7) root(ROOT-0, trod-9) case(harm-11, without-10) nmod:without(trod-9, harm-11) case(grit-15, on-12) det(grit-15, the-13) compound(grit-15, amber-14) nmod:on(trod-9, grit-15)  ",harm,11,"case(harm-11, without-10) nmod:without(trod-9, harm-11) ","by awe , trod without harm on the amber grit .",NN,[],,,,,"[('without', 'trod')]",['without'],['trod'],[],[],[],[],[],[],[],[],['without'],[],[],,,singular,,,unknown
"The United States discovered in the 1970s that , quite independent of its Soviet adversary , other nations , such as Libya or faraway Iran , could inflict considerable harm on American prestige and citizens .","The/DT United/NNP States/NNPS discovered/VBD in/IN the/DT 1970s/NNS that/IN ,/, quite/RB independent/JJ of/IN its/PRP$ Soviet/JJ adversary/NN ,/, other/JJ nations/NNS ,/, such/JJ as/IN Libya/NNP or/CC faraway/NNP Iran/NNP ,/, could/MD inflict/VB considerable/JJ harm/NN on/IN American/JJ prestige/NN and/CC citizens/NNS ./.","det(States-3, The-1) compound(States-3, United-2) nsubj(discovered-4, States-3) root(ROOT-0, discovered-4) case(1970s-7, in-5) det(1970s-7, the-6) nmod:in(discovered-4, 1970s-7) mark(inflict-28, that-8) advmod(independent-11, quite-10) dep(nations-18, independent-11) case(adversary-15, of-12) nmod:poss(adversary-15, its-13) amod(adversary-15, Soviet-14) nmod:of(independent-11, adversary-15) amod(nations-18, other-17) nsubj(inflict-28, nations-18) case(Libya-22, such-20) mwe(such-20, as-21) nmod:such_as(nations-18, Libya-22) cc(Libya-22, or-23) compound(Iran-25, faraway-24) nmod:such_as(nations-18, Iran-25) conj:or(Libya-22, Iran-25) aux(inflict-28, could-27) ccomp(discovered-4, inflict-28) amod(harm-30, considerable-29) dobj(inflict-28, harm-30) case(prestige-33, on-31) amod(prestige-33, American-32) nmod:on(inflict-28, prestige-33) cc(prestige-33, and-34) nmod:on(inflict-28, citizens-35) conj:and(prestige-33, citizens-35)  ",harm,30,"amod(harm-30, considerable-29) dobj(inflict-28, harm-30) ","Iran , could inflict considerable harm on American prestige and citizens",NN,[],inflict,VB,object,[],[],[],[],[],[],[],[],['considerable'],[],[],[],[],[],[],,,singular,ambiguous,,unknown
Neither alternative could be achieved without inflicting serious harm to Japan 's standing in the region and without diminishing Japan 's security .,Neither/DT alternative/NN could/MD be/VB achieved/VBN without/IN inflicting/VBG serious/JJ harm/NN to/TO Japan/NNP 's/POS standing/NN in/IN the/DT region/NN and/CC without/IN diminishing/VBG Japan/NNP 's/POS security/NN ./.,"det(alternative-2, Neither-1) nsubjpass(achieved-5, alternative-2) aux(achieved-5, could-3) auxpass(achieved-5, be-4) root(ROOT-0, achieved-5) mark(inflicting-7, without-6) advcl(achieved-5, inflicting-7) amod(harm-9, serious-8) dobj(inflicting-7, harm-9) case(standing-13, to-10) nmod:poss(standing-13, Japan-11) case(Japan-11, 's-12) nmod:to(inflicting-7, standing-13) case(region-16, in-14) det(region-16, the-15) nmod:in(standing-13, region-16) cc(standing-13, and-17) mark(diminishing-19, without-18) nmod:to(inflicting-7, diminishing-19) conj:and(standing-13, diminishing-19) nmod:poss(security-22, Japan-20) case(Japan-20, 's-21) dobj(diminishing-19, security-22)  ",harm,9,"amod(harm-9, serious-8) dobj(inflicting-7, harm-9) ",be achieved without inflicting serious harm to Japan 's standing in,NN,[],inflicting,VBG,object,[],[],[],[],[],[],[],[],['serious'],[],[],[],[],[],[],,,singular,ambiguous,,unknown
His suggestion at the start of the crisis was that Washington send the Palestinians a message reassuring them America meant them no harm .,His/PRP$ suggestion/NN at/IN the/DT start/NN of/IN the/DT crisis/NN was/VBD that/IN Washington/NNP send/VB the/DT Palestinians/NNPS a/DT message/NN reassuring/VBD them/PRP America/NNP meant/VBD them/PRP no/DT harm/NN ./.,"nmod:poss(suggestion-2, His-1) nsubj(was-9, suggestion-2) case(start-5, at-3) det(start-5, the-4) nmod:at(suggestion-2, start-5) case(crisis-8, of-6) det(crisis-8, the-7) nmod:of(start-5, crisis-8) root(ROOT-0, was-9) mark(send-12, that-10) nsubj(send-12, Washington-11) ccomp(was-9, send-12) det(Palestinians-14, the-13) dobj(send-12, Palestinians-14) det(message-16, a-15) nsubj(reassuring-17, message-16) dep(send-12, reassuring-17) dobj(reassuring-17, them-18) nsubj(meant-20, America-19) dep(reassuring-17, meant-20) nsubj(harm-23, them-21) neg(harm-23, no-22) xcomp(meant-20, harm-23)  ",harm,23,"nsubj(harm-23, them-21) neg(harm-23, no-22) xcomp(meant-20, harm-23) ",them America meant them no harm .,NN,['no'],,,object,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,,unknown
"His suggestion was that stiff notes be sent to the major Arab governments , warning them that no harm should come to the American hostages.","His/PRP$ suggestion/NN was/VBD that/IN stiff/JJ notes/NNS be/VB sent/VBN to/TO the/DT major/JJ Arab/JJ governments/NNS ,/, warning/VBG them/PRP that/IN no/DT harm/NN should/MD come/VB to/TO the/DT American/JJ hostages/NNS ./.","nmod:poss(suggestion-2, His-1) nsubj(was-3, suggestion-2) root(ROOT-0, was-3) mark(sent-8, that-4) amod(notes-6, stiff-5) nsubjpass(sent-8, notes-6) auxpass(sent-8, be-7) ccomp(was-3, sent-8) case(governments-13, to-9) det(governments-13, the-10) amod(governments-13, major-11) amod(governments-13, Arab-12) nmod:to(sent-8, governments-13) xcomp(sent-8, warning-15) dobj(warning-15, them-16) mark(come-21, that-17) neg(harm-19, no-18) nsubj(come-21, harm-19) aux(come-21, should-20) ccomp(warning-15, come-21) case(hostages-25, to-22) det(hostages-25, the-23) amod(hostages-25, American-24) nmod:to(come-21, hostages-25)  ",harm,19,"neg(harm-19, no-18) nsubj(come-21, harm-19) ",", warning them that no harm should come to the American",NN,['no'],come,VB,subject,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"Gordon Taylor describes The Quiet American as a nostalgic relic , something to be taken down from the shelf and dusted down occasionally , then returned to where it belongs out of harm 's way .","Gordon/NNP Taylor/NNP describes/VBZ The/DT Quiet/NNP American/NNP as/IN a/DT nostalgic/JJ relic/NN ,/, something/NN to/TO be/VB taken/VBN down/RP from/IN the/DT shelf/NN and/CC dusted/VBD down/RP occasionally/RB ,/, then/RB returned/VBN to/TO where/WRB it/PRP belongs/VBZ out/RP of/IN harm/NN 's/POS way/NN ./.","compound(Taylor-2, Gordon-1) nsubj(describes-3, Taylor-2) nsubj(dusted-21, Taylor-2) root(ROOT-0, describes-3) det(American-6, The-4) compound(American-6, Quiet-5) dobj(describes-3, American-6) case(relic-10, as-7) det(relic-10, a-8) amod(relic-10, nostalgic-9) nmod:as(American-6, relic-10) appos(relic-10, something-12) mark(taken-15, to-13) auxpass(taken-15, be-14) advcl(describes-3, taken-15) compound:prt(taken-15, down-16) case(shelf-19, from-17) det(shelf-19, the-18) nmod:from(taken-15, shelf-19) cc(describes-3, and-20) conj:and(describes-3, dusted-21) compound:prt(dusted-21, down-22) advmod(dusted-21, occasionally-23) advmod(returned-26, then-25) dep(describes-3, returned-26) mark(belongs-30, to-27) advmod(belongs-30, where-28) nsubj(belongs-30, it-29) advcl(returned-26, belongs-30) compound:prt(belongs-30, out-31) case(way-35, of-32) nmod:poss(way-35, harm-33) case(harm-33, 's-34) nmod:of(belongs-30, way-35)  ",harm,33,"case(harm-33, 's-34) nmod:poss(way-35, harm-33) ",where it belongs out of harm 's way .,NN,[],,,,,[],[],[],[],[],[],[],[],['way'],[],[],[],[],[],,,singular,,,unknown
It wright do harm to oneself and one 's dependents .,It/PRP wright/VBP do/VB harm/NN to/TO oneself/PRP and/CC one/CD 's/POS dependents/NNS ./.,"nsubj(wright-2, It-1) root(ROOT-0, wright-2) xcomp(wright-2, do-3) dobj(do-3, harm-4) case(oneself-6, to-5) nmod:to(do-3, oneself-6) cc(oneself-6, and-7) nmod:poss(dependents-10, one-8) case(one-8, 's-9) nmod:to(do-3, dependents-10) conj:and(oneself-6, dependents-10)  ",harm,4,"dobj(do-3, harm-4) ",It wright do harm to oneself and one 's,NN,[],do,VB,object,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"And should such individuals simply organize and meet regularly , no perceptible harm would necessarily result .","And/CC should/MD such/JJ individuals/NNS simply/RB organize/VB and/CC meet/VB regularly/RB ,/, no/DT perceptible/JJ harm/NN would/MD necessarily/RB result/VB ./.","cc(result-16, And-1) aux(organize-6, should-2) amod(individuals-4, such-3) nsubj(organize-6, individuals-4) nsubj(meet-8, individuals-4) advmod(organize-6, simply-5) advcl(result-16, organize-6) cc(organize-6, and-7) conj:and(organize-6, meet-8) advcl(result-16, meet-8) advmod(meet-8, regularly-9) neg(harm-13, no-11) amod(harm-13, perceptible-12) nsubj(result-16, harm-13) aux(result-16, would-14) advmod(result-16, necessarily-15) root(ROOT-0, result-16)  ",harm,13,"neg(harm-13, no-11) amod(harm-13, perceptible-12) nsubj(result-16, harm-13) ","meet regularly , no perceptible harm would necessarily result .",NN,['no'],result,VB,subject,[],[],[],[],[],[],[],[],['perceptible'],[],[],[],[],[],[],,,singular,ambiguous,,unknown
The fact that he has the opportunity to inflict greater harm on the violators reflects society 's keen interest in suppressing blood conflict .,The/DT fact/NN that/IN he/PRP has/VBZ the/DT opportunity/NN to/TO inflict/VB greater/JJR harm/NN on/IN the/DT violators/NNS reflects/VBZ society/NN 's/POS keen/JJ interest/NN in/IN suppressing/VBG blood/NN conflict/NN ./.,"det(fact-2, The-1) nsubj(reflects-15, fact-2) mark(has-5, that-3) nsubj(has-5, he-4) dep(fact-2, has-5) det(opportunity-7, the-6) dobj(has-5, opportunity-7) mark(inflict-9, to-8) acl(opportunity-7, inflict-9) amod(harm-11, greater-10) dobj(inflict-9, harm-11) case(violators-14, on-12) det(violators-14, the-13) nmod:on(inflict-9, violators-14) root(ROOT-0, reflects-15) nmod:poss(interest-19, society-16) case(society-16, 's-17) amod(interest-19, keen-18) dobj(reflects-15, interest-19) case(conflict-23, in-20) amod(conflict-23, suppressing-21) compound(conflict-23, blood-22) nmod:in(interest-19, conflict-23)  ",harm,11,"amod(harm-11, greater-10) dobj(inflict-9, harm-11) ",the opportunity to inflict greater harm on the violators reflects society,NN,[],inflict,VB,object,[],[],[],[],[],[],[],[],['greater'],[],[],[],[],[],[],,,singular,ambiguous,,unknown
The child believes its aggressive wishes can magically bring harm to the object .,The/DT child/NN believes/VBZ its/PRP$ aggressive/JJ wishes/NNS can/MD magically/RB bring/VB harm/NN to/TO the/DT object/NN ./.,"det(child-2, The-1) nsubj(believes-3, child-2) root(ROOT-0, believes-3) nmod:poss(wishes-6, its-4) amod(wishes-6, aggressive-5) nsubj(bring-9, wishes-6) aux(bring-9, can-7) advmod(bring-9, magically-8) ccomp(believes-3, bring-9) dobj(bring-9, harm-10) case(object-13, to-11) det(object-13, the-12) nmod:to(bring-9, object-13)  ",harm,10,"dobj(bring-9, harm-10) ",aggressive wishes can magically bring harm to the object .,NN,[],bring,VB,object,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
<p> Those who suspect that foreign aid does more harm to the supposed beneficiaries than good will be amused by what happened when President Bush tried to streamline the foreign-aid process to benefit Nicaragua and Panama .,<p>/VB Those/DT who/WP suspect/VBP that/IN foreign/JJ aid/NN does/VBZ more/JJR harm/NN to/TO the/DT supposed/VBN beneficiaries/NNS than/IN good/JJ will/MD be/VB amused/VBN by/IN what/WP happened/VBD when/WRB President/NNP Bush/NNP tried/VBD to/TO streamline/VB the/DT foreign-aid/NN process/NN to/TO benefit/VB Nicaragua/NNP and/CC Panama/NNP ./.,"root(ROOT-0, <p>-1) dobj(<p>-1, Those-2) nsubj(suspect-4, Those-2) ref(Those-2, who-3) acl:relcl(Those-2, suspect-4) mark(does-8, that-5) amod(aid-7, foreign-6) nsubj(does-8, aid-7) ccomp(suspect-4, does-8) amod(harm-10, more-9) dobj(does-8, harm-10) case(beneficiaries-14, to-11) det(beneficiaries-14, the-12) amod(beneficiaries-14, supposed-13) nmod:to(does-8, beneficiaries-14) mark(amused-19, than-15) nsubjpass(amused-19, good-16) aux(amused-19, will-17) auxpass(amused-19, be-18) advcl(<p>-1, amused-19) mark(happened-22, by-20) nsubj(happened-22, what-21) advcl(amused-19, happened-22) advmod(tried-26, when-23) compound(Bush-25, President-24) nsubj(tried-26, Bush-25) nsubj(streamline-28, Bush-25) advcl(happened-22, tried-26) mark(streamline-28, to-27) xcomp(tried-26, streamline-28) det(process-31, the-29) compound(process-31, foreign-aid-30) dobj(streamline-28, process-31) mark(benefit-33, to-32) advcl(streamline-28, benefit-33) dobj(benefit-33, Nicaragua-34) cc(Nicaragua-34, and-35) dobj(benefit-33, Panama-36) conj:and(Nicaragua-34, Panama-36)  ",harm,10,"amod(harm-10, more-9) dobj(does-8, harm-10) ",that foreign aid does more harm to the supposed beneficiaries than,NN,[],does,VBZ,object,[],[],[],[],[],[],[],[],['more'],[],[],[],[],[],[],,,singular,singular,,unknown
"Second , it seems probable that the instability of present currencies has done more harm to most members of the public than would follow from the abolishment of the respective regulations .","Second/LS ,/, it/PRP seems/VBZ probable/JJ that/IN the/DT instability/NN of/IN present/JJ currencies/NNS has/VBZ done/VBN more/JJR harm/NN to/TO most/JJS members/NNS of/IN the/DT public/NN than/IN would/MD follow/VB from/IN the/DT abolishment/NN of/IN the/DT respective/JJ regulations/NNS ./.","advmod(seems-4, Second-1) nsubj(seems-4, it-3) root(ROOT-0, seems-4) xcomp(seems-4, probable-5) mark(done-13, that-6) det(instability-8, the-7) nsubj(done-13, instability-8) case(currencies-11, of-9) amod(currencies-11, present-10) nmod:of(instability-8, currencies-11) aux(done-13, has-12) ccomp(seems-4, done-13) amod(harm-15, more-14) dobj(done-13, harm-15) case(members-18, to-16) amod(members-18, most-17) nmod:to(done-13, members-18) case(public-21, of-19) det(public-21, the-20) nmod:of(members-18, public-21) mark(follow-24, than-22) aux(follow-24, would-23) advcl(done-13, follow-24) case(abolishment-27, from-25) det(abolishment-27, the-26) nmod:from(follow-24, abolishment-27) case(regulations-31, of-28) det(regulations-31, the-29) amod(regulations-31, respective-30) nmod:of(abolishment-27, regulations-31)  ",harm,15,"amod(harm-15, more-14) dobj(done-13, harm-15) ",present currencies has done more harm to most members of the,NN,[],done,VBN,object,[],[],[],[],[],[],[],[],['more'],[],[],[],[],[],[],,,singular,ambiguous,,unknown
One needs a relationship which is relatively free from the threat of harm in order to risk the process of coming to know another intimately and allow oneself to be known .,One/PRP needs/VBZ a/DT relationship/NN which/WDT is/VBZ relatively/RB free/JJ from/IN the/DT threat/NN of/IN harm/NN in/IN order/NN to/TO risk/VB the/DT process/NN of/IN coming/VBG to/TO know/VB another/DT intimately/RB and/CC allow/VB oneself/PRP to/TO be/VB known/VBN ./.,"nsubj(needs-2, One-1) root(ROOT-0, needs-2) det(relationship-4, a-3) dobj(needs-2, relationship-4) nsubj(free-8, relationship-4) ref(relationship-4, which-5) cop(free-8, is-6) advmod(free-8, relatively-7) acl:relcl(relationship-4, free-8) case(threat-11, from-9) det(threat-11, the-10) nmod:from(free-8, threat-11) case(harm-13, of-12) nmod:of(threat-11, harm-13) mark(risk-17, in-14) mwe(in-14, order-15) mark(risk-17, to-16) advcl(free-8, risk-17) det(process-19, the-18) dobj(risk-17, process-19) mark(coming-21, of-20) acl(process-19, coming-21) mark(know-23, to-22) xcomp(coming-21, know-23) dobj(know-23, another-24) advmod(know-23, intimately-25) cc(know-23, and-26) xcomp(coming-21, allow-27) conj:and(know-23, allow-27) dobj(allow-27, oneself-28) nsubjpass(known-31, oneself-28) mark(known-31, to-29) auxpass(known-31, be-30) xcomp(allow-27, known-31)  ",harm,13,"case(harm-13, of-12) nmod:of(threat-11, harm-13) ",free from the threat of harm in order to risk the,NN,[],,,,,"[('of', 'threat')]",['of'],['threat'],[],[],[],[],[],[],[],[],['of'],[],[],,,singular,,,unknown
"Although it is impossible to accurately assess the degree of harm caused to patients by lack of compliance , there is agreement that the damage may be considerable and that finding ways of improving compliance is a major goal of behavioral medicine ( Stuart , 1982 ) .","Although/IN it/PRP is/VBZ impossible/JJ to/TO accurately/RB assess/VB the/DT degree/NN of/IN harm/NN caused/VBN to/TO patients/NNS by/IN lack/NN of/IN compliance/NN ,/, there/EX is/VBZ agreement/NN that/IN the/DT damage/NN may/MD be/VB considerable/JJ and/CC that/IN finding/NN ways/NNS of/IN improving/VBG compliance/NN is/VBZ a/DT major/JJ goal/NN of/IN behavioral/JJ medicine/NN -LRB-/-LRB- Stuart/NNP ,/, 1982/CD -RRB-/-RRB- ./.","mark(impossible-4, Although-1) nsubj(impossible-4, it-2) nsubj(assess-7, it-2) cop(impossible-4, is-3) advcl(is-21, impossible-4) mark(assess-7, to-5) advmod(assess-7, accurately-6) xcomp(impossible-4, assess-7) det(degree-9, the-8) dobj(assess-7, degree-9) case(harm-11, of-10) nmod:of(degree-9, harm-11) acl(harm-11, caused-12) case(patients-14, to-13) nmod:to(caused-12, patients-14) case(lack-16, by-15) nmod:by(caused-12, lack-16) case(compliance-18, of-17) nmod:of(lack-16, compliance-18) expl(is-21, there-20) root(ROOT-0, is-21) nsubj(is-21, agreement-22) mark(considerable-28, that-23) det(damage-25, the-24) nsubj(considerable-28, damage-25) aux(considerable-28, may-26) cop(considerable-28, be-27) dep(agreement-22, considerable-28) cc(considerable-28, and-29) mark(goal-39, that-30) compound(ways-32, finding-31) nsubj(goal-39, ways-32) mark(improving-34, of-33) acl(ways-32, improving-34) dobj(improving-34, compliance-35) cop(goal-39, is-36) det(goal-39, a-37) amod(goal-39, major-38) dep(agreement-22, goal-39) conj:and(considerable-28, goal-39) case(medicine-42, of-40) amod(medicine-42, behavioral-41) nmod:of(goal-39, medicine-42) appos(medicine-42, Stuart-44) dep(Stuart-44, 1982-46)  ",harm,11,"case(harm-11, of-10) acl(harm-11, caused-12) nmod:of(degree-9, harm-11) ",accurately assess the degree of harm caused to patients by lack,NN,[],,,,,"[('of', 'degree')]",['of'],['degree'],[],[],[],[],[],[],[],[],['of'],[],[],,,singular,,,unknown
The destructive force unleashed during the Enlightenment finally brought the German universities to great harm in the 1930s and now has badly damaged American universities as well .,The/DT destructive/JJ force/NN unleashed/VBN during/IN the/DT Enlightenment/NNP finally/RB brought/VBD the/DT German/JJ universities/NNS to/TO great/JJ harm/NN in/IN the/DT 1930s/NNS and/CC now/RB has/VBZ badly/RB damaged/VBN American/JJ universities/NNS as/RB well/RB ./.,"det(force-3, The-1) amod(force-3, destructive-2) nsubj(brought-9, force-3) nsubj(damaged-23, force-3) acl(force-3, unleashed-4) case(Enlightenment-7, during-5) det(Enlightenment-7, the-6) nmod:during(unleashed-4, Enlightenment-7) advmod(brought-9, finally-8) root(ROOT-0, brought-9) det(universities-12, the-10) amod(universities-12, German-11) dobj(brought-9, universities-12) case(harm-15, to-13) amod(harm-15, great-14) nmod:to(brought-9, harm-15) case(1930s-18, in-16) det(1930s-18, the-17) nmod:in(brought-9, 1930s-18) cc(brought-9, and-19) advmod(damaged-23, now-20) aux(damaged-23, has-21) advmod(damaged-23, badly-22) conj:and(brought-9, damaged-23) amod(universities-25, American-24) dobj(damaged-23, universities-25) advmod(damaged-23, as-26) mwe(as-26, well-27)  ",harm,15,"case(harm-15, to-13) amod(harm-15, great-14) nmod:to(brought-9, harm-15) ",the German universities to great harm in the 1930s and now,NN,[],,,,,"[('to', 'brought')]",['to'],['brought'],[],[],[],[],['great'],[],[],[],['to'],[],[],,,singular,,,unknown
"First , there are externalities or side effects of activities that impose harm or bestow benefits on third parties .","First/RB ,/, there/EX are/VBP externalities/NNS or/CC side/NN effects/NNS of/IN activities/NNS that/WDT impose/VB harm/NN or/CC bestow/NN benefits/NNS on/IN third/JJ parties/NNS ./.","advmod(are-4, First-1) expl(are-4, there-3) root(ROOT-0, are-4) nsubj(are-4, externalities-5) cc(externalities-5, or-6) compound(effects-8, side-7) nsubj(are-4, effects-8) conj:or(externalities-5, effects-8) case(activities-10, of-9) nmod:of(externalities-5, activities-10) nsubj(impose-12, activities-10) ref(activities-10, that-11) acl:relcl(activities-10, impose-12) compound(benefits-16, harm-13) cc(harm-13, or-14) conj:or(harm-13, bestow-15) compound(benefits-16, bestow-15) dobj(impose-12, benefits-16) case(parties-19, on-17) amod(parties-19, third-18) nmod:on(impose-12, parties-19)  ",harm,13,"cc(harm-13, or-14) conj:or(harm-13, bestow-15) compound(benefits-16, harm-13) ",effects of activities that impose harm or bestow benefits on third,NN,[],impose,VB,object,[],[],[],[],[],[],"[('or', 'bestow')]",['benefits'],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"128 To establish divisibility under the Fourth Circuit Court of Appeals ' approach , however , such a defendant would need to establish that proportionate volumes are "" probative of contributory harm . ""","128/CD To/TO establish/VB divisibility/RB under/IN the/DT Fourth/JJ Circuit/NNP Court/NNP of/IN Appeals/NNP '/POS approach/NN ,/, however/RB ,/, such/PDT a/DT defendant/NN would/MD need/VB to/TO establish/VB that/IN proportionate/JJ volumes/NNS are/VBP ''/'' probative/NN of/IN contributory/JJ harm/NN ./. ''/''","nsubj(need-21, 128-1) mark(establish-3, To-2) acl(128-1, establish-3) advmod(establish-3, divisibility-4) case(Court-9, under-5) det(Court-9, the-6) amod(Court-9, Fourth-7) compound(Court-9, Circuit-8) nmod:under(establish-3, Court-9) case(approach-13, of-10) nmod:poss(approach-13, Appeals-11) case(Appeals-11, '-12) nmod:of(Court-9, approach-13) advmod(need-21, however-15) det:predet(defendant-19, such-17) det(defendant-19, a-18) nsubj(need-21, defendant-19) aux(need-21, would-20) root(ROOT-0, need-21) mark(establish-23, to-22) xcomp(need-21, establish-23) mark(are-27, that-24) amod(volumes-26, proportionate-25) nsubj(are-27, volumes-26) ccomp(need-21, are-27) dobj(need-21, probative-29) nsubj(establish-23, probative-29) case(harm-32, of-30) amod(harm-32, contributory-31) nmod:of(probative-29, harm-32)  ",harm,32,"case(harm-32, of-30) amod(harm-32, contributory-31) nmod:of(probative-29, harm-32) ","are "" probative of contributory harm . """,NN,[],,,,,"[('of', 'probative')]",['of'],['probative'],[],[],[],[],['contributory'],[],[],[],['of'],[],[],,,singular,,,unknown
