sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"<p> Cultural feminists have further argued that , because social domination and hierarchy express highly individuated and competitive egos , political injustice and economic exploitation are male forms of relationships .","<p>/NNP Cultural/NNP feminists/NNS have/VBP further/RBR argued/VBN that/IN ,/, because/IN social/JJ domination/NN and/CC hierarchy/NN express/VBP highly/RB individuated/JJ and/CC competitive/JJ egos/NNS ,/, political/JJ injustice/NN and/CC economic/JJ exploitation/NN are/VBP male/JJ forms/NNS of/IN relationships/NNS ./."," compound(feminists-3, <p>-1) compound(feminists-3, Cultural-2) nsubj(argued-6, feminists-3) aux(argued-6, have-4) advmod(argued-6, further-5) root(ROOT-0, argued-6) mark(forms-28, that-7) mark(express-14, because-9) amod(domination-11, social-10) nsubj(express-14, domination-11) cc(domination-11, and-12) conj:and(domination-11, hierarchy-13) nsubj(express-14, hierarchy-13) dep(forms-28, express-14) advmod(individuated-16, highly-15) amod(egos-19, individuated-16) cc(individuated-16, and-17) conj:and(individuated-16, competitive-18) amod(egos-19, competitive-18) dobj(express-14, egos-19) amod(injustice-22, political-21) nsubj(forms-28, injustice-22) cc(injustice-22, and-23) amod(exploitation-25, economic-24) conj:and(injustice-22, exploitation-25) nsubj(forms-28, exploitation-25) cop(forms-28, are-26) amod(forms-28, male-27) ccomp(argued-6, forms-28) case(relationships-30, of-29) nmod:of(forms-28, relationships-30)  ",injustice,22,"amod(injustice-22, political-21) cc(injustice-22, and-23) conj:and(injustice-22, exploitation-25) nsubj(forms-28, injustice-22) ","and competitive egos , political injustice and economic exploitation are male",NN,[],are,VBP,subject,are,be,,,[],[],[],[],[],[],"[('and', 'exploitation')]",['and'],['exploitation'],[],['political'],[],[],[],[],[],[],[],[],[],[],,,singular,plural,['EX-PL'],countable,unknown
"The "" injustice "" of defective life is simply part of the price of living in an imperfect world .",The/NNP ''/'' injustice/NNP ''/'' of/IN defective/JJ life/NN is/VBZ simply/RB part/NN of/IN the/DT price/NN of/IN living/VBG in/IN an/DT imperfect/JJ world/NN ./.," compound(injustice-3, The-1) root(ROOT-0, injustice-3) case(life-7, of-5) amod(life-7, defective-6) nmod:of(injustice-3, life-7) cop(part-10, is-8) advmod(part-10, simply-9) acl:relcl(injustice-3, part-10) case(price-13, of-11) det(price-13, the-12) nmod:of(part-10, price-13) mark(living-15, of-14) acl(price-13, living-15) case(world-19, in-16) det(world-19, an-17) amod(world-19, imperfect-18) nmod:in(living-15, world-19)  ",injustice,3,"compound(injustice-3, The-1) nmod:of(injustice-3, life-7) acl:relcl(injustice-3, part-10) root(ROOT-0, injustice-3) ","The "" injustice "" of defective life is",NNP,[],,,,,,,,,"[('of', 'life')]",['of'],[],['life'],[],[],[],[],['The'],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
"They advocate challenging the inequalities and injustices of the status quo by pushing the definition of literacy beyond the usual concerns of decoding and encoding to asking questions like , "" Why are things the way they are ? ""","They/PRP advocate/VBP challenging/VBG the/DT inequalities/NNS and/CC injustices/NNS of/IN the/DT status/FW quo/FW by/IN pushing/VBG the/DT definition/NN of/IN literacy/NN beyond/IN the/DT usual/JJ concerns/NNS of/IN decoding/NN and/CC encoding/VBG to/TO asking/VBG questions/NNS like/IN ,/, ''/'' Why/WRB are/VBP things/NNS the/DT way/NN they/PRP are/VBP ?/. ''/''"," nsubj(advocate-2, They-1) ccomp(are-38, advocate-2) ccomp(advocate-2, challenging-3) det(inequalities-5, the-4) dobj(challenging-3, inequalities-5) cc(inequalities-5, and-6) dobj(challenging-3, injustices-7) conj:and(inequalities-5, injustices-7) case(quo-11, of-8) det(quo-11, the-9) compound(quo-11, status-10) nmod:of(inequalities-5, quo-11) mark(pushing-13, by-12) advcl(challenging-3, pushing-13) det(definition-15, the-14) dobj(pushing-13, definition-15) case(literacy-17, of-16) nmod:of(definition-15, literacy-17) case(concerns-21, beyond-18) det(concerns-21, the-19) amod(concerns-21, usual-20) nmod:beyond(pushing-13, concerns-21) case(decoding-23, of-22) nmod:of(concerns-21, decoding-23) cc(challenging-3, and-24) ccomp(advocate-2, encoding-25) conj:and(challenging-3, encoding-25) mark(asking-27, to-26) advcl(encoding-25, asking-27) dobj(asking-27, questions-28) nmod(asking-27, like-29) advmod(things-34, Why-32) cop(things-34, are-33) parataxis(are-38, things-34) det(way-36, the-35) dep(things-34, way-36) nsubj(are-38, they-37) root(ROOT-0, are-38)  ",injustices,7,"dobj(challenging-3, injustices-7) conj:and(inequalities-5, injustices-7) ",advocate challenging the inequalities and injustices of the status quo by,NNS,[],challenging,VBG,object,,,challenging,challenge,[],[],[],[],[],[],"[('and', 'inequalities')]",['and'],['inequalities'],[],[],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],countable,unknown
"Examining Coverage <p> In one approach , students select a textbook chapter and count the number of paragraphs or pages allocated to each topic as an indicator of whose history is included and how textbook coverage might illuminate present conditions of inequality and injustice .","Examining/VBG Coverage/NNP <p>/NNP In/IN one/CD approach/NN ,/, students/NNS select/VBP a/DT textbook/NN chapter/NN and/CC count/VB the/DT number/NN of/IN paragraphs/NNS or/CC pages/NNS allocated/VBN to/TO each/DT topic/NN as/IN an/DT indicator/NN of/IN whose/WP$ history/NN is/VBZ included/VBN and/CC how/WRB textbook/NN coverage/NN might/MD illuminate/VB present/JJ conditions/NNS of/IN inequality/NN and/CC injustice/NN ./."," advcl(select-9, Examining-1) compound(<p>-3, Coverage-2) xcomp(Examining-1, <p>-3) case(approach-6, In-4) nummod(approach-6, one-5) dep(<p>-3, approach-6) nsubj(select-9, students-8) nsubj(count-14, students-8) root(ROOT-0, select-9) det(chapter-12, a-10) compound(chapter-12, textbook-11) dobj(select-9, chapter-12) cc(select-9, and-13) conj:and(select-9, count-14) det(number-16, the-15) dobj(count-14, number-16) case(paragraphs-18, of-17) nmod:of(number-16, paragraphs-18) cc(paragraphs-18, or-19) nmod:of(number-16, pages-20) conj:or(paragraphs-18, pages-20) acl(paragraphs-18, allocated-21) case(topic-24, to-22) det(topic-24, each-23) nmod:to(allocated-21, topic-24) case(indicator-27, as-25) det(indicator-27, an-26) nmod:as(allocated-21, indicator-27) mark(included-32, of-28) nmod:poss(history-30, whose-29) nsubjpass(included-32, history-30) auxpass(included-32, is-31) acl(indicator-27, included-32) cc(included-32, and-33) advmod(illuminate-38, how-34) compound(coverage-36, textbook-35) nsubj(illuminate-38, coverage-36) aux(illuminate-38, might-37) acl(indicator-27, illuminate-38) conj:and(included-32, illuminate-38) amod(conditions-40, present-39) dobj(illuminate-38, conditions-40) case(inequality-42, of-41) nmod:of(conditions-40, inequality-42) cc(inequality-42, and-43) nmod:of(conditions-40, injustice-44) conj:and(inequality-42, injustice-44)  ",injustice,44,"nmod:of(conditions-40, injustice-44) conj:and(inequality-42, injustice-44) ",present conditions of inequality and injustice .,NN,[],,,,,,,,,"[('of', 'conditions')]",['of'],['conditions'],[],[],"[('and', 'inequality')]",['and'],['inequality'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
"But they also protested , in the past and in 1992 , against unfairness and injustice .","But/CC they/PRP also/RB protested/VBD ,/, in/IN the/DT past/NN and/CC in/IN 1992/CD ,/, against/IN unfairness/NNS and/CC injustice/NN ./."," cc(protested-4, But-1) nsubj(protested-4, they-2) nsubj(protested-4', they-2) advmod(protested-4, also-3) root(ROOT-0, protested-4) conj:and(protested-4, protested-4') case(past-8, in-6) det(past-8, the-7) nmod:in(protested-4, past-8) cc(protested-4, and-9) case(1992-11, in-10) nmod:in(protested-4', 1992-11) case(unfairness-14, against-13) nmod:against(protested-4, unfairness-14) cc(unfairness-14, and-15) nmod:against(protested-4, injustice-16) conj:and(unfairness-14, injustice-16)  ",injustice,16,"nmod:against(protested-4, injustice-16) conj:and(unfairness-14, injustice-16) ","1992 , against unfairness and injustice .",NN,[],,,,,,,,,"[('against', 'protested')]",['against'],['protested'],[],[],"[('and', 'unfairness')]",['and'],['unfairness'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
Hundreds of Kenyans came to the lawn outside the All Saints Cathedral where the Mamas rested on mattresses and a microphone was set up for anyone who wished to speak about any injustice .,Hundreds/NNS of/IN Kenyans/NNP came/VBD to/TO the/DT lawn/NN outside/IN the/DT All/NNP Saints/NNP Cathedral/NNP where/WRB the/DT Mamas/NNPS rested/VBD on/IN mattresses/NNS and/CC a/DT microphone/NN was/VBD set/VBN up/RP for/IN anyone/NN who/WP wished/VBD to/TO speak/VB about/IN any/DT injustice/NN ./.," nsubj(came-4, Hundreds-1) case(Kenyans-3, of-2) nmod:of(Hundreds-1, Kenyans-3) root(ROOT-0, came-4) case(lawn-7, to-5) det(lawn-7, the-6) nmod:to(came-4, lawn-7) case(Cathedral-12, outside-8) det(Cathedral-12, the-9) compound(Cathedral-12, All-10) compound(Cathedral-12, Saints-11) nmod:outside(lawn-7, Cathedral-12) advmod(rested-16, where-13) det(Mamas-15, the-14) nsubj(rested-16, Mamas-15) advcl(came-4, rested-16) case(mattresses-18, on-17) nmod:on(rested-16, mattresses-18) cc(rested-16, and-19) det(microphone-21, a-20) nsubjpass(set-23, microphone-21) auxpass(set-23, was-22) advcl(came-4, set-23) conj:and(rested-16, set-23) compound:prt(set-23, up-24) case(anyone-26, for-25) nmod:for(set-23, anyone-26) nsubj(wished-28, anyone-26) nsubj(speak-30, anyone-26) ref(anyone-26, who-27) acl:relcl(anyone-26, wished-28) mark(speak-30, to-29) xcomp(wished-28, speak-30) case(injustice-33, about-31) det(injustice-33, any-32) nmod:about(speak-30, injustice-33)  ",injustice,33,"case(injustice-33, about-31) det(injustice-33, any-32) nmod:about(speak-30, injustice-33) ",wished to speak about any injustice .,NN,[],,,,,,,,,"[('about', 'speak')]",['about'],['speak'],[],['any'],[],[],[],[],[],[],[],[],['about'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"2 Liminality , as reflected in South Africa , is a period betwixt and between : balance and chaos ; self-determination and authoritarian rule ; equality of rights , opportunity , fair treatment and inequality , barriers and injustice .","2/LS Liminality/NNP ,/, as/IN reflected/VBD in/IN South/NNP Africa/NNP ,/, is/VBZ a/DT period/NN betwixt/NN and/CC between/IN :/: balance/NN and/CC chaos/NN ;/: self-determination/JJ and/CC authoritarian/JJ rule/NN ;/: equality/NN of/IN rights/NNS ,/, opportunity/NN ,/, fair/JJ treatment/NN and/CC inequality/NN ,/, barriers/NNS and/CC injustice/NN ./."," dep(betwixt-13, 2-1) nsubj(betwixt-13, Liminality-2) mark(reflected-5, as-4) dep(Liminality-2, reflected-5) case(Africa-8, in-6) compound(Africa-8, South-7) nmod:in(reflected-5, Africa-8) cop(betwixt-13, is-10) det(betwixt-13, a-11) compound(betwixt-13, period-12) root(ROOT-0, betwixt-13) cc(betwixt-13, and-14) case(balance-17, between-15) conj:and(betwixt-13, balance-17) cc(balance-17, and-18) conj:and(betwixt-13, chaos-19) conj:and(balance-17, chaos-19) amod(rule-24, self-determination-21) cc(self-determination-21, and-22) conj:and(self-determination-21, authoritarian-23) amod(rule-24, authoritarian-23) dep(balance-17, rule-24) dep(balance-17, equality-26) case(treatment-33, of-27) compound(treatment-33, rights-28) dep(treatment-33, opportunity-30) amod(treatment-33, fair-32) nmod:of(equality-26, treatment-33) cc(treatment-33, and-34) compound(barriers-37, inequality-35) nmod:of(equality-26, barriers-37) conj:and(treatment-33, barriers-37) cc(treatment-33, and-38) nmod:of(equality-26, injustice-39) conj:and(treatment-33, injustice-39)  ",injustice,39,"nmod:of(equality-26, injustice-39) conj:and(treatment-33, injustice-39) ","and inequality , barriers and injustice .",NN,[],,,,,,,,,"[('of', 'equality')]",['of'],['equality'],[],[],"[('and', 'treatment')]",['and'],['treatment'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
"As early as 1876 he wrote : <p> Although there are principles of duty to his party and to the cause he has espoused , still no statesman should allow party feeling to bias his opinions on any point which involves truth or falsehood , justice or injustice .","As/IN early/RB as/RB 1876/CD he/PRP wrote/VBD :/: <p>/RB Although/IN there/EX are/VBP principles/NNS of/IN duty/NN to/TO his/PRP$ party/NN and/CC to/TO the/DT cause/NN he/PRP has/VBZ espoused/VBN ,/, still/RB no/DT statesman/NN should/MD allow/VB party/NN feeling/VBG to/TO bias/VB his/PRP$ opinions/NNS on/IN any/DT point/NN which/WDT involves/VBZ truth/NN or/CC falsehood/NN ,/, justice/NN or/CC injustice/NN ./."," case(1876-4, As-1) advmod(1876-4, early-2) advmod(1876-4, as-3) nmod:as(wrote-6, 1876-4) nsubj(wrote-6, he-5) root(ROOT-0, wrote-6) advmod(are-11, <p>-8) mark(are-11, Although-9) expl(are-11, there-10) advcl(allow-30, are-11) nsubj(are-11, principles-12) case(duty-14, of-13) nmod:of(principles-12, duty-14) nmod:of(principles-12, duty-14') conj:and(duty-14, duty-14') case(party-17, to-15) nmod:poss(party-17, his-16) nmod:to(duty-14, party-17) cc(duty-14, and-18) case(cause-21, to-19) det(cause-21, the-20) nmod:to(duty-14', cause-21) nsubj(espoused-24, he-22) aux(espoused-24, has-23) acl:relcl(cause-21, espoused-24) advmod(statesman-28, still-26) neg(statesman-28, no-27) nsubj(allow-30, statesman-28) aux(allow-30, should-29) parataxis(wrote-6, allow-30) dobj(allow-30, party-31) acl(party-31, feeling-32) mark(bias-34, to-33) xcomp(feeling-32, bias-34) nmod:poss(opinions-36, his-35) dobj(bias-34, opinions-36) case(point-39, on-37) det(point-39, any-38) nmod:on(bias-34, point-39) nsubj(involves-41, point-39) ref(point-39, which-40) acl:relcl(point-39, involves-41) dobj(involves-41, truth-42) cc(truth-42, or-43) dobj(involves-41, falsehood-44) conj:or(truth-42, falsehood-44) conj:or(truth-42, justice-46) conj:or(falsehood-44, justice-46) cc(falsehood-44, or-47) conj:or(truth-42, injustice-48) conj:or(falsehood-44, injustice-48)  ",injustice,48,"conj:or(truth-42, injustice-48) conj:or(falsehood-44, injustice-48) ","or falsehood , justice or injustice .",NN,[],,,,,,,,,[],[],[],[],[],"[('or', 'truth'), ('or', 'falsehood')]","['or', 'or']","['truth', 'falsehood']",[],[],[],[],[],[],[],[],[],[],[],[],,,singular,,[],countable,unknown
"To the contrary , the high-family income group is somewhat more likely to perceive social injustice than does the low-income counterpart , albeit correlations are statistically insignificant .","To/TO the/DT contrary/NN ,/, the/DT high-family/JJ income/NN group/NN is/VBZ somewhat/RB more/RBR likely/JJ to/TO perceive/VB social/JJ injustice/NN than/IN does/VBZ the/DT low-income/JJ counterpart/NN ,/, albeit/IN correlations/NNS are/VBP statistically/RB insignificant/JJ ./."," case(contrary-3, To-1) det(contrary-3, the-2) nmod:to(likely-12, contrary-3) det(group-8, the-5) amod(group-8, high-family-6) compound(group-8, income-7) nsubj(likely-12, group-8) nsubj(perceive-14, group-8) cop(likely-12, is-9) advmod(likely-12, somewhat-10) advmod(likely-12, more-11) root(ROOT-0, likely-12) mark(perceive-14, to-13) xcomp(likely-12, perceive-14) amod(injustice-16, social-15) dobj(perceive-14, injustice-16) mark(does-18, than-17) advcl(perceive-14, does-18) det(counterpart-21, the-19) amod(counterpart-21, low-income-20) dobj(does-18, counterpart-21) mark(insignificant-27, albeit-23) nsubj(insignificant-27, correlations-24) cop(insignificant-27, are-25) advmod(insignificant-27, statistically-26) advcl(likely-12, insignificant-27)  ",injustice,16,"amod(injustice-16, social-15) dobj(perceive-14, injustice-16) ",more likely to perceive social injustice than does the low-income counterpart,NN,[],perceive,VB,object,,,perceive,perceive,[],[],[],[],[],[],[],[],[],[],['social'],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],countable,unknown
"1 In an effort to rectify such injustice ( and deal with disturbing incidents of racial and antihomosexual violence in their campuses ) , many colleges and universities are trying to sensitize students to the contributions and roles of such minorities in past and contemporary society .","1/LS In/IN an/DT effort/NN to/TO rectify/VB such/JJ injustice/NN -LRB-/-LRB- and/CC deal/NN with/IN disturbing/JJ incidents/NNS of/IN racial/JJ and/CC antihomosexual/JJ violence/NN in/IN their/PRP$ campuses/NNS -RRB-/-RRB- ,/, many/JJ colleges/NNS and/CC universities/NNS are/VBP trying/VBG to/TO sensitize/VB students/NNS to/TO the/DT contributions/NNS and/CC roles/NNS of/IN such/JJ minorities/NNS in/IN past/JJ and/CC contemporary/JJ society/NN ./."," dep(trying-30, 1-1) case(effort-4, In-2) det(effort-4, an-3) nmod:in(trying-30, effort-4) mark(rectify-6, to-5) acl(effort-4, rectify-6) amod(injustice-8, such-7) dobj(rectify-6, injustice-8) cc(deal-11, and-10) dep(injustice-8, deal-11) case(incidents-14, with-12) amod(incidents-14, disturbing-13) nmod:with(deal-11, incidents-14) case(violence-19, of-15) amod(violence-19, racial-16) cc(racial-16, and-17) conj:and(racial-16, antihomosexual-18) amod(violence-19, antihomosexual-18) nmod:of(incidents-14, violence-19) case(campuses-22, in-20) nmod:poss(campuses-22, their-21) nmod:in(deal-11, campuses-22) amod(colleges-26, many-25) nsubj(trying-30, colleges-26) nsubj(sensitize-32, colleges-26) cc(colleges-26, and-27) conj:and(colleges-26, universities-28) nsubj(trying-30, universities-28) nsubj(sensitize-32, universities-28) aux(trying-30, are-29) root(ROOT-0, trying-30) mark(sensitize-32, to-31) xcomp(trying-30, sensitize-32) dobj(sensitize-32, students-33) case(contributions-36, to-34) det(contributions-36, the-35) nmod:to(sensitize-32, contributions-36) cc(contributions-36, and-37) nmod:to(sensitize-32, roles-38) conj:and(contributions-36, roles-38) case(minorities-41, of-39) amod(minorities-41, such-40) nmod:of(contributions-36, minorities-41) case(society-46, in-42) amod(society-46, past-43) cc(past-43, and-44) conj:and(past-43, contemporary-45) amod(society-46, contemporary-45) nmod:in(minorities-41, society-46)  ",injustice,8,"amod(injustice-8, such-7) dep(injustice-8, deal-11) dobj(rectify-6, injustice-8) ",an effort to rectify such injustice ( and deal with disturbing,NN,[],rectify,VB,object,,,rectify,rectify,[],[],[],[],[],[],[],[],[],[],['such'],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],countable,unknown
"Underneath all legal systems is an emotional force : the "" sense of justice "" providing the basis of legitimacy -- and the "" sense of injustice "" when legal or moral expectations have not been fulfilled ( Masters and Gruter 1992 ) .",Underneath/VB all/DT legal/JJ systems/NNS is/VBZ an/DT emotional/JJ force/NN :/: the/DT ''/'' sense/NN of/IN justice/NN ''/'' providing/VBG the/DT basis/NN of/IN legitimacy/NN --/: and/CC the/NN ''/'' sense/NN of/IN injustice/NN ''/'' when/WRB legal/JJ or/CC moral/JJ expectations/NNS have/VBP not/RB been/VBN fulfilled/VBN -LRB-/-LRB- Masters/NN and/CC Gruter/NNP 1992/CD -RRB-/-RRB- ./.," root(ROOT-0, Underneath-1) det(systems-4, all-2) amod(systems-4, legal-3) nsubj(force-8, systems-4) cop(force-8, is-5) det(force-8, an-6) amod(force-8, emotional-7) ccomp(Underneath-1, force-8) dep(force-8, the-10) dep(force-8, sense-12) case(justice-14, of-13) nmod:of(sense-12, justice-14) xcomp(force-8, providing-16) det(basis-18, the-17) dobj(providing-16, basis-18) case(legitimacy-20, of-19) nmod:of(basis-18, legitimacy-20) cc(legitimacy-20, and-22) nmod:of(basis-18, the-23) conj:and(legitimacy-20, the-23) dep(basis-18, sense-25) case(injustice-27, of-26) nmod:of(sense-25, injustice-27) advmod(fulfilled-37, when-29) amod(expectations-33, legal-30) cc(legal-30, or-31) conj:or(legal-30, moral-32) amod(expectations-33, moral-32) nsubjpass(fulfilled-37, expectations-33) aux(fulfilled-37, have-34) neg(fulfilled-37, not-35) auxpass(fulfilled-37, been-36) advcl(providing-16, fulfilled-37) dep(fulfilled-37, Masters-39) cc(Masters-39, and-40) dep(fulfilled-37, Gruter-41) conj:and(Masters-39, Gruter-41) nummod(Gruter-41, 1992-42)  ",injustice,27,"case(injustice-27, of-26) nmod:of(sense-25, injustice-27) ","and the "" sense of injustice "" when legal or moral",NN,[],,,,,,,,,"[('of', 'sense')]",['of'],['sense'],[],[],[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"If one group is gaining unfair advantages , it is not the propensity of politicians to end the injustice but to seek similar advantages for their own constituents .","If/IN one/CD group/NN is/VBZ gaining/VBG unfair/JJ advantages/NNS ,/, it/PRP is/VBZ not/RB the/DT propensity/NN of/IN politicians/NNS to/TO end/VB the/DT injustice/NN but/CC to/TO seek/VB similar/JJ advantages/NNS for/IN their/PRP$ own/JJ constituents/NNS ./."," mark(gaining-5, If-1) nummod(group-3, one-2) nsubj(gaining-5, group-3) aux(gaining-5, is-4) advcl(propensity-13, gaining-5) amod(advantages-7, unfair-6) dobj(gaining-5, advantages-7) nsubj(propensity-13, it-9) cop(propensity-13, is-10) neg(propensity-13, not-11) det(propensity-13, the-12) root(ROOT-0, propensity-13) case(politicians-15, of-14) nmod:of(propensity-13, politicians-15) mark(end-17, to-16) dep(politicians-15, end-17) det(injustice-19, the-18) dobj(end-17, injustice-19) cc(end-17, but-20) mark(seek-22, to-21) dep(politicians-15, seek-22) conj:but(end-17, seek-22) amod(advantages-24, similar-23) dobj(seek-22, advantages-24) case(constituents-28, for-25) nmod:poss(constituents-28, their-26) amod(constituents-28, own-27) nmod:for(end-17, constituents-28)  ",injustice,19,"det(injustice-19, the-18) dobj(end-17, injustice-19) ",of politicians to end the injustice but to seek similar advantages,NN,[],end,VB,object,,,end,end,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],countable,unknown
21 Virtus is the moral-political criterion of judging eventual injustice and other such things in relations of friendship .,21/CD Virtus/NNS is/VBZ the/DT moral-political/JJ criterion/NN of/IN judging/VBG eventual/JJ injustice/NN and/CC other/JJ such/JJ things/NNS in/IN relations/NNS of/IN friendship/NN ./.," nummod(Virtus-2, 21-1) nsubj(criterion-6, Virtus-2) cop(criterion-6, is-3) det(criterion-6, the-4) amod(criterion-6, moral-political-5) root(ROOT-0, criterion-6) mark(judging-8, of-7) acl(criterion-6, judging-8) amod(injustice-10, eventual-9) dobj(judging-8, injustice-10) cc(injustice-10, and-11) amod(things-14, other-12) amod(things-14, such-13) dobj(judging-8, things-14) conj:and(injustice-10, things-14) case(relations-16, in-15) nmod:in(judging-8, relations-16) case(friendship-18, of-17) nmod:of(relations-16, friendship-18)  ",injustice,10,"amod(injustice-10, eventual-9) cc(injustice-10, and-11) conj:and(injustice-10, things-14) dobj(judging-8, injustice-10) ",moral-political criterion of judging eventual injustice and other such things in,NN,[],judging,VBG,object,,,judging,judge,[],[],[],[],[],[],"[('and', 'things')]",['and'],['things'],[],['eventual'],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],countable,unknown
"24 Also , when a friend has done an act of unacceptable injustice , one should decide on a definitive break.","24/CD Also/RB ,/, when/WRB a/DT friend/NN has/VBZ done/VBN an/DT act/NN of/IN unacceptable/JJ injustice/NN ,/, one/PRP should/MD decide/VB on/IN a/DT definitive/JJ break/NN ./."," nsubj(decide-17, 24-1) advmod(decide-17, Also-2) advmod(done-8, when-4) det(friend-6, a-5) nsubj(done-8, friend-6) aux(done-8, has-7) parataxis(decide-17, done-8) det(act-10, an-9) dobj(done-8, act-10) case(injustice-13, of-11) amod(injustice-13, unacceptable-12) nmod:of(act-10, injustice-13) nsubj(decide-17, one-15) aux(decide-17, should-16) root(ROOT-0, decide-17) case(break-21, on-18) det(break-21, a-19) amod(break-21, definitive-20) nmod:on(decide-17, break-21)  ",injustice,13,"case(injustice-13, of-11) amod(injustice-13, unacceptable-12) nmod:of(act-10, injustice-13) ","done an act of unacceptable injustice , one should decide on",NN,[],,,,,,,,,"[('of', 'act')]",['of'],['act'],[],[],[],[],[],[],['unacceptable'],[],[],[],['of'],[],[],[],[],[],[],,,singular,,[],countable,unknown
"Declaring that voting rights injustices against blacks were "" enormous , "" Johnson ordered that the 1965 march from Selma , Ala. , to Montgomery could proceed -- and even block parts of a majaor highway .","Declaring/VBG that/IN voting/NN rights/NNS injustices/NNS against/IN blacks/NNS were/VBD ''/'' enormous/NNP ,/, ''/'' Johnson/NNP ordered/VBD that/IN the/DT 1965/CD march/NN from/IN Selma/NNP ,/, Ala./NNP ,/, to/TO Montgomery/NNP could/MD proceed/VB --/: and/CC even/RB block/NN parts/NNS of/IN a/DT majaor/NN highway/NN ./."," dep(ordered-14, Declaring-1) mark(were-8, that-2) compound(injustices-5, voting-3) compound(injustices-5, rights-4) nsubj(were-8, injustices-5) case(blacks-7, against-6) nmod:against(injustices-5, blacks-7) ccomp(Declaring-1, were-8) nmod:tmod(were-8, enormous-10) nsubj(ordered-14, Johnson-13) root(ROOT-0, ordered-14) mark(proceed-27, that-15) det(march-18, the-16) nummod(march-18, 1965-17) nsubj(proceed-27, march-18) case(Ala.-22, from-19) compound(Ala.-22, Selma-20) nmod:from(march-18, Ala.-22) case(Montgomery-25, to-24) nmod:to(march-18, Montgomery-25) aux(proceed-27, could-26) ccomp(ordered-14, proceed-27) cc(ordered-14, and-29) advmod(block-31, even-30) conj:and(ordered-14, block-31) dobj(block-31, parts-32) case(highway-36, of-33) det(highway-36, a-34) compound(highway-36, majaor-35) nmod:of(parts-32, highway-36)  ",injustices,5,"compound(injustices-5, voting-3) compound(injustices-5, rights-4) nmod:against(injustices-5, blacks-7) nsubj(were-8, injustices-5) ","Declaring that voting rights injustices against blacks were "" enormous",NNS,[],were,VBD,subject,were,be,,,[],"[('against', 'blacks')]",['against'],[],['blacks'],[],[],[],[],"['voting', 'rights']",[],[],[],[],[],[],[],[],[],[],[],,,plural,ambiguous,[],countable,unknown
"In each community , we argue , the legal system has perpetuated environmental injustice by misreading or disregarding that community 's history .","In/IN each/DT community/NN ,/, we/PRP argue/VBP ,/, the/DT legal/JJ system/NN has/VBZ perpetuated/VBN environmental/JJ injustice/NN by/IN misreading/VBG or/CC disregarding/VBG that/DT community/NN 's/POS history/NN ./."," case(community-3, In-1) det(community-3, each-2) nmod:in(perpetuated-12, community-3) nsubj(argue-6, we-5) parataxis(perpetuated-12, argue-6) det(system-10, the-8) amod(system-10, legal-9) nsubj(perpetuated-12, system-10) aux(perpetuated-12, has-11) root(ROOT-0, perpetuated-12) amod(injustice-14, environmental-13) dobj(perpetuated-12, injustice-14) mark(misreading-16, by-15) advcl(perpetuated-12, misreading-16) cc(misreading-16, or-17) advcl(perpetuated-12, disregarding-18) conj:or(misreading-16, disregarding-18) det(community-20, that-19) nmod:poss(history-22, community-20) case(community-20, 's-21) dobj(misreading-16, history-22)  ",injustice,14,"amod(injustice-14, environmental-13) dobj(perpetuated-12, injustice-14) ",legal system has perpetuated environmental injustice by misreading or disregarding that,NN,[],perpetuated,VBN,object,,,perpetuated,perpetuate,[],[],[],[],[],[],[],[],[],[],['environmental'],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,[],countable,unknown
