sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"When the Aesir and Vanir finally come to the point of ceasing their competition and warfare , they hold a celebration of their peace , a "" ritual reconciliation . """,peace,"compound(reconciliation-29, peace-24) ",NN,,,,,,,,,,,,,,,reconciliation,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Thus , the mead of inspiration for gods , for poets , and for soothsayers is recaptured by Odin , who , in order to obtain this potion of peace and wisdom , breaks all the rules of good behavior : he lies , breaks promises , sows dissent , steals -- and uses his ability to assume the forms of animals ( snake , eagle ) .",peace,"case(peace-31, of-30) cc(peace-31, and-32) conj:and(peace-31, wisdom-33) nmod:of(potion-29, peace-31) ",NN,,,,,,,,of potion,of,potion,,,and,wisdom,,,,,,,,,,,,,,singular,,[],unknown,unknown
"If we could turn our swords into ploughshares , make peace , bury the hatchet , tear down the walls of separation and conflict between nations , races , religions , and the other traditional but artificial divisions of mankind , we would unleash an unparalleled explosion of the arts and creative activities of all kinds .",peace,"dobj(make-10, peace-11) ",NN,,VB,,,make,make,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The extermination of the animistic pagans ( including their last survivors , the witches ) has been even more complete and constitutes a moral stain on the spiritual integrity of the Church and a karmic indebtedness that will have to be paid before true peace can be made .",peace,"amod(peace-45, true-44) nsubjpass(made-48, peace-45) ",NN,,VBN,made,make,,,,,,,,,,,,true,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Only Rabbi Akiva came out in peace , yet even him the angels wished to push to his perdition but God said : "" Leave this sage alone as he is worthy of my honor . """,peace,"case(peace-7, in-6) nmod:in(came-4, peace-7) ",NN,,,,,,,,in came,in,came,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> Finally , I wanted to bring myself at least to a single , sincere act of unilateral , personal disarmament as a sign , primarily to myself , of sincere desire to trust , sincere abdication of the notion of enemy , sincere interest in peace .",peace,"case(peace-47, in-46) nmod:in(interest-45, peace-47) ",NN,,,,,,,,in interest,in,interest,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
I did it selfishly to satisfy my own attraction to inner peace .,peace,"case(peace-12, to-10) amod(peace-12, inner-11) nmod:to(satisfy-6, peace-12) ",NN,,,,,,,,to satisfy,to,satisfy,,,,,,inner,,,,,,,,,,,,singular,,[],unknown,unknown
"This tentative success , while living "" in this world , "" led me to hope that it may be possible to achieve democracy , disarmament , and peace in the world at large .",peace,"dobj(achieve-23, peace-29) conj:and(democracy-24, peace-29) ",NN,,VB,,,achieve,achieve,,,,,,,and,democracy,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"once , however , in a personal disarmament workshop , a man who 'd been a peace activist had to confront the extremity of his distrust of others .",peace,"compound(activist-18, peace-17) ",NN,,VBN,,,been,be,,,,,,,,,activist,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"When he returned to the ranks of peace activists , he had a new authority .",peace,"compound(activists-9, peace-8) ",NN,,,,,,,,,,,,,,,activists,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> At the peace tent at the Non-Governmental organizations -- United Nations Conference on Women in Nairobi in July 1985 , 1 asked an audience of African , American , and European women who it was that ruled their inner countries .",peace,"compound(tent-5, peace-4) ",NN,,,,,,,,,,,,,,,tent,,,,,,,,,,,,,singular,,[],unknown,unknown
"She said , "" We have been working so very hard , so very , very hard for peace , we did n't even begin to think how urgent it was to attend to ourselves .",peace,"case(peace-19, for-18) nmod:for(hard-11, peace-19) ",NN,,,,,,,,for hard,for,hard,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"3 There is adventure in "" maddening freedom "" and "" bewildering light , "" but there is no serenity , no peace .",peace,"neg(peace-23, no-22) appos(serenity-20, peace-23) ",NN,no,,,,,,,,,,,,,,,,,,,,"modifier, serenity",serenity,,,,,,singular,,[],unknown,verdical
"There is a serenity in the sunrise , on the other hand , a peace in the heartrise , as if some great fear were overcome .",peace,"det(peace-15, a-14) nmod:in(peace-15, heartrise-18) cc(peace-15, as-20) conj:as(peace-15, fear-24) nsubjpass(overcome-26, peace-15) ",NN,,VBN,overcome,overcome,,,,in heartrise,in,,heartrise,a,as,fear,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"If all desire is mimetic , as Girard says , then the center has to be a peace that comes of renunciation .",peace,"nsubj(peace-18, center-13) mark(peace-18, to-15) cop(peace-18, be-16) det(peace-18, a-17) ref(peace-18, that-19) acl:relcl(peace-18, comes-20) xcomp(has-14, peace-18) nsubj(comes-20, peace-18) ",NN,,VBZ,comes,come,,,,,,,,a,,,,,,,,,,,,,,a,unit,singular,singular,['A+N'],countable,unknown
"If there is heart 's desire , as I am saying , then it is a peace that comes of fulfillment .",peace,"det(peace-17, a-16) ref(peace-17, that-18) acl:relcl(peace-17, comes-19) dep(is-15, peace-17) nsubj(comes-19, peace-17) ",NN,,VBZ,comes,come,,,,,,,,a,,,,,,,,,,,,,,a,unit,singular,singular,['A+N'],countable,unknown
The time here in the ruins was uneventful but filled with peace .,peace,"case(peace-12, with-11) nmod:with(filled-10, peace-12) ",NN,,,,,,,,with filled,with,filled,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"That is what I found this second time , I think , an eternal peace , indeed a sense of time filled with eternity , as if the ruins spoke of time and passing while the mountains and the valley , the fiver and the sunshine spoke of eternity and enduring .",peace,"det(peace-15, an-13) amod(peace-15, eternal-14) appos(peace-15, sense-19) dobj(think-11, peace-15) ",NN,,VBP,,,think,think,,,,,,an,,,,eternal,,,,,"modified, sense",,sense,,,an,unit,singular,plural,"['A+N', 'EX-PL']",countable,unknown
"I sit here by myself , let us say , longing for someone to come into my life and change it and make me a new person , and yet I long to be free of that longing , to be at peace with myself and with others and with God .",peace,"nsubj(peace-43, I-1) mark(peace-43, to-40) cop(peace-43, be-41) case(peace-43, at-42) nmod:with(peace-43, myself-45) cc(peace-43, and-46) cc(peace-43, and-49) xcomp(free-35, peace-43) ",NN,,VB,,,be,be,,with myself,with,,myself,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"There is a formula in Paul 's Epistle to the Philippians that leads us on from prayer to peace . """,peace,"case(peace-19, to-18) nmod:to(prayer-17, peace-19) ",NN,,,,,,,,to prayer,to,prayer,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"And the peace of God , which passes all understanding , will keep your minds and hearts in Christ Jesus . """,peace,"det(peace-3, the-2) nmod:of(peace-3, God-5) ref(peace-3, which-7) acl:relcl(peace-3, passes-8) nsubj(passes-8, peace-3) nsubj(keep-13, peace-3) ",NN,,VBZ,passes,pass,,,,of God,of,,god,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"47 So it is , the ending of desire is ultimately in a peace that passes all understanding .",peace,"nsubj(peace-14, ending-7) cop(peace-14, is-10) advmod(peace-14, ultimately-11) case(peace-14, in-12) det(peace-14, a-13) ref(peace-14, that-15) acl:relcl(peace-14, passes-16) ccomp(is-4, peace-14) nsubj(passes-16, peace-14) ",NN,,VBZ,passes,pass,,,,,,,,a,,,,,,,,ultimately,,,,,,a,unit,singular,singular,['A+N'],countable,unknown
"It is a peace we can taste already in this life in prayer , in contemplation , in thinking that is thanking .",peace,"nsubj(peace-4, It-1) cop(peace-4, is-2) det(peace-4, a-3) acl:relcl(peace-4, taste-7) root(ROOT-0, peace-4) ",NN,,VBZ,,,is,be,,,,,,a,,,,,,,,,,,,,,a,unit,singular,singular,['A+N'],countable,unknown
"I can feel the peace now whenever I turn my loneliness and my longing over to God , but I have to turn it over again and again .",peace,"det(peace-5, the-4) dobj(feel-3, peace-5) ",NN,,VB,,,feel,feel,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"As it is , we come to the serenity of an adventure into the unknown , the peace of a journey with God .",peace,"det(peace-18, the-17) nmod:of(peace-18, journey-21) appos(unknown-15, peace-18) ",NN,,,,,,,,of journey,of,,journey,the,,,,,,,,,"modifier, unknown",unknown,,,,,,singular,,[],unknown,unknown
"I was feeling peace of heart , sensing fulfillment , when I sat there at high noon , contemplating the beauty and the grandeur .",peace,"nmod:of(peace-4, heart-6) dobj(feeling-3, peace-4) ",NN,,VBG,,,feeling,feel,,of heart,of,,heart,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The Exodus pattern has been so powerful that we have paid little attention to the alternative that emerges from Genesis : the war and then the peace of brothers , sisters .",peace,"advmod(peace-27, then-25) det(peace-27, the-26) nmod:of(peace-27, brothers-29) dobj(emerges-18, peace-27) conj:and(war-23, peace-27) ",NN,,VBZ,,,emerges,emerge,,of brothers,of,,brothers,the,and,war,,,,,,then,,,,,,,,singular,singular,[],unknown,unknown
2 <p> Comes sent messengers to nearby magistrates -- the justices of the peace whom the governor appointed and who represented the local extension of royal authority .,peace,"case(peace-14, of-12) det(peace-14, the-13) ref(peace-14, whom-15) acl:relcl(peace-14, appointed-18) nmod:of(justices-11, peace-14) dobj(appointed-18, peace-14) ",NN,,VBD,,,appointed,appoint,,of justices,of,justices,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"We can not in the least doubt of your Excellency 's discountenancing these petitioners , censuring the disturbers of the peace of this county , and by your favourable construction of all our designs and actions encourage us to go on in our duty with alacrity , "" the magistrates declared .",peace,"case(peace-21, of-19) det(peace-21, the-20) nmod:of(peace-21, county-24) nmod:of(disturbers-18, peace-21) ",NN,,,,,,,,"of county, of disturbers","of, of",disturbers,county,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Usually , this involved the employment of an elaborate exchange of favor strategy designed to secure peace and stability .",peace,"cc(peace-17, and-18) conj:and(peace-17, stability-19) dobj(secure-16, peace-17) ",NN,,VB,,,secure,secure,,,,,,,and,stability,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> The Christian tradition since the beginning has given rise to visions of justice and peace , but it has underestimated the role of power in creating this kind of society .",peace,"nmod:of(visions-12, peace-16) conj:and(justice-14, peace-16) ",NN,,,,,,,,of visions,of,visions,,,and,justice,,,,,,,,,,,,,,singular,,[],unknown,unknown
Power can be used to create and maintain justice and peace in society .,peace,"dobj(create-6, peace-11) conj:and(justice-9, peace-11) ",NN,,VB,,,create,create,,,,,,,and,justice,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
A vision of God 's Kingdom on earth is a vision of a society at peace because it is a society within which justice reigns .,peace,"case(peace-16, at-15) nmod:at(society-14, peace-16) ",NN,,,,,,,,at society,at,society,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
Jerry Wayne Eanes preached too loudly outside an abortion clinic in Hagerstown and was arrested for disturbing the peace .,peace,"det(peace-19, the-18) dobj(disturbing-17, peace-19) ",NN,,VBG,,,disturbing,disturb,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"In reality , in the hands of the GDR regime the very word Friede ( peace ) had become a contentless slogan .",peace,"dep(Friede-14, peace-16) ",NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"This was well exemplified by the official nicknaming of East Berlin as the "" City of Peace "" and Erich Honecker 's defense of compulsory military training ( with no meaningful exemption for conscientious objectors ) with the absurd phrase "" military service is peace service . """,peace,"compound(service-46, peace-45) ",NN,,DT,,,is,be,,,,,,,,,service,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Finally , she asserted that by taking this action , the government and the veterans ' association had not only obstructed her right to preserve her husband 's memory in peace , but had also deprived her of her right to freedom of religious practice .",peace,"case(peace-31, in-30) nmod:in(memory-29, peace-31) ",NN,,,,,,,,in memory,in,memory,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"( n34 ) Hooker wanted to make it very clear that the kind 's jurisdiction extended over both temporal and spiritual realms : "" A gross error it is , to think that regal power ought to serve for the good of the body , and not of the soul , for men 's temporal peace , and not for their eternal safety : as if God ordained kings for no other end and purpose but only to fat up men like hogs and to see that they had their mast . """,peace,"case(peace-56, for-52) nmod:poss(peace-56, men-53) amod(peace-56, temporal-55) ",NN,,,,,,,,,,,,,,,,temporal,,men,,,,,,,,,,singular,,[],unknown,unknown
"These things are possessed according to that right ( ius ) by which human society and peace are preserved , in so far as is possible ( quanta in his rebus servari potest ) .",peace,"conj:and(society-15, peace-17) nsubjpass(preserved-19, peace-17) ",NN,,VBN,preserved,preserve,,,,,,,,,and,society,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Its task is to exercise enough coercion to consolidate peace among ignorant people , in so far as their actions can humanly be governed ( quanta possum per hominem regi ) .",peace,"dobj(consolidate-9, peace-10) ",NN,,VB,,,consolidate,consolidate,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
Governments punish the worst expressions of vice and provide a minimal peace and welfare .,peace,"det(peace-12, a-10) amod(peace-12, minimal-11) cc(peace-12, and-13) conj:and(peace-12, welfare-14) dobj(provide-9, peace-12) ",NN,,VB,,,provide,provide,,,,,,a,and,welfare,,minimal,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"Nevertheless , new educations ( instructional themes ) were pioneered in the 1970s , including unprecedented multiicultural , peace , global , human rights , environmental , political literacy , and development perspectives .",peace,"nmod:including(pioneered-10, peace-19) conj:and(multiicultural-17, peace-19) ",NN,,,,,,,,including pioneered,including,pioneered,,,and,multiicultural,,,,,,,,,,,,,,singular,,[],unknown,unknown
Case-study research in areas such as development and peace education can inform the planning of the civic education movement .,peace,"conj:and(development-7, peace-9) compound(education-10, peace-9) ",NN,,,,,,,,,,,,,and,development,education,,,,,,,,,,,,,singular,,[],unknown,unknown
"These are compassion , cooperation , courage , courtesy , freedom , generosity , honesty , justice , loyalty , moderation , patience , peace , respect for the environment , respect for life , respect for others , respect for self , responsibility , self-discipline , sensitivity , and tolerance .",peace,"dep(respect-27, peace-25) ",NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Assuming that many young men would be called into military service , the commission urged that American values be taught well , not only because these young men would protect the nation "" in both war and peace "" but also because people of other countries judge the United States by its military forces abroad .",peace,"nmod:in(protect-30, peace-38) conj:and(war-36, peace-38) ",NN,,,,,,,,in protect,in,protect,,,and,war,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Young people must be educated with the sensitivity and skills required to address such concerns as the global environmental crisis , issues of war and peace , racism and prejudice , and world hunger .",peace,"nmod:of(issues-22, peace-26) conj:and(war-24, peace-26) ",NN,,,,,,,,of issues,of,issues,,,and,war,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> The king 's concern is with the rebellion of some colonists , whom he sees as threats to commerce , peace , and the security of loyal subjects .",peace,"nmod:to(sees-16, peace-22) conj:and(commerce-20, peace-22) ",NN,,,,,,,,to sees,to,sees,,,and,commerce,,,,,,,,,,,,,,singular,,[],unknown,unknown
It was not too early to think about what kind of peace and relations among the leading powers we wished to see established in the postwar world .,peace,"case(peace-12, of-11) cc(peace-12, and-13) conj:and(peace-12, relations-14) nmod:of(kind-10, peace-12) ",NN,,,,,,,,of kind,of,kind,,,and,relations,,,,,,,,,,,,,,singular,,[],unknown,unknown
Such tensions may be the primary threat to peace in the years ahead .,peace,"case(peace-9, to-8) nmod:in(peace-9, years-12) nmod:to(threat-7, peace-9) ",NN,,,,,,,,"in years, to threat","in, to",threat,years,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> As realists , however , we must recognize and try to contend with the dangers that accompany excessive nationalism and threaten to destroy the general peace .",peace,"det(peace-27, the-25) amod(peace-27, general-26) dobj(destroy-24, peace-27) ",NN,,VB,,,destroy,destroy,,,,,,the,,,,general,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"In the Middle East , the strategic importance of which is obvious , the United States is currently actively supporting the peace process , attempting to work with Israel , Egypt and the Palestine Liberation Organization .",peace,"compound(process-23, peace-22) ",NN,,VBG,,,supporting,support,,,,,,,,,process,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"It took a little while for the implications to be understood and for the East European regimes to collapse , but November 9 was the day when the question for Europe changed from how to maintain a divided and hostile peace to how to organize a new , inclusive continental system .",peace,"det(peace-41, a-37) amod(peace-41, divided-38) amod(peace-41, hostile-40) dobj(maintain-36, peace-41) ",NN,,VB,,,maintain,maintain,,,,,,a,,,,"divided, hostile",,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"Both require special forms of involvement that do not flow automatically from geography or history , but which are necessary to keep history evolving on the desired track of peace , accommodation and expanding well-being .",peace,"case(peace-30, of-29) nmod:of(track-28, peace-30) ",NN,,,,,,,,of track,of,track,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"In effect Washington abandoned any further military use of the contra army and accepted the framework for a Central American peace plan that had been designed by Costa Rica 's president , Oscar Arias .",peace,"compound(plan-22, peace-21) ",NN,,VBN,designed,design,,,,,,,,,,,plan,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> In an earlier era , when what mattered to Washington was obtaining military bases , preserving access to raw materials , protecting investments in extractive enterprises and gaining diplomatic support from client states , the U.S. government could afford to turn a blind eye to internal conditions within Latin America , to ignore poverty and inequality and even to make its peace with unattractive dictators .",peace,"nmod:poss(peace-63, its-62) dobj(make-61, peace-63) ",NN,,VB,,,make,make,,,,,,,,,,,,its,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> This distinctively Chinese relationship between the state and society was sustained by a shared belief in a moral order , the upholding of which gave the government legitimacy , and the existence of which gave the people security and peace .",peace,"dobj(gave-36, peace-41) conj:and(security-39, peace-41) ",NN,,VBD,,,gave,give,,,,,,,and,security,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> Remarkably , the current demise of communism and the movement toward democracy have come not in the aftermath of destructive war but in an unprecedented half-century of global peace .",peace,"case(peace-30, of-28) amod(peace-30, global-29) nmod:of(half-century-27, peace-30) ",NN,,,,,,,,,,,,,,,,global,,,,,,,,,,,,singular,,[],unknown,unknown
"National rivalries and conflicts of secession in the "" Soviet Disunion "" may pose a major danger to regional peace .",peace,"case(peace-20, to-18) amod(peace-20, regional-19) nmod:to(pose-14, peace-20) ",NN,,,,,,,,to pose,to,pose,,,,,,regional,,,,,,,,,,,,singular,,[],unknown,unknown
That they are gone is cause for rejoicing in celebration of peace and freedom .,peace,"case(peace-12, of-11) cc(peace-12, and-13) conj:and(peace-12, freedom-14) nmod:of(celebration-10, peace-12) ",NN,,,,,,,,of celebration,of,celebration,,,and,freedom,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Today , as a result of more than forty years of patient and prudent determination , we are on the threshold of securing the kind of world of which we have heretofore only dreamed , a community of democracies united by their commitment to law and peace , neither threatened by hostile armies or ideologies nor dominated by any one nation politically or economically .",peace,"nmod:to(united-40, peace-47) conj:and(law-45, peace-47) ",NN,,,,,,,,to united,to,united,,,and,law,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Important domestic forces in the United States failed to accept the original , highly competitive concept of detente put forward in 1972 as a decisive contribution to a "" generation of peace . """,peace,"case(peace-32, of-31) nmod:of(generation-30, peace-32) ",NN,,,,,,,,of generation,of,generation,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> 
##4002494 This summer the nations that emerged victorious from World War II will commemorate not only the 45th anniversary of their triumph but also the endurance of a remarkable period of peace and prosperity for the members of the Western alliances .",peace,"case(peace-34, of-33) cc(peace-34, and-35) conj:and(peace-34, prosperity-36) nmod:of(period-32, peace-34) ",NN,,,,,,,,of period,of,period,,,and,prosperity,,,,,,,,,,,,,,singular,,[],unknown,unknown
"The 1960 treaty between the United States and Japan refers to the parties ' common concern in maintaining peace and security in the "" Far East "" -- a broad and somewhat undefined region .",peace,"cc(peace-19, and-20) conj:and(peace-19, security-21) nmod:in(peace-19, the-23) amod(peace-19, East-26) conj:and(peace-19, broad-30) cc(peace-19, and-31) conj:and(peace-19, region-34) dobj(maintaining-18, peace-19) ",NN,,VBG,,,maintaining,maintain,,in the,in,,the,,"and, and, and","security, broad, region",,east,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Thoughtful people will realize , or rediscover , how profoundly Japan 's security can be affected by threats to peace throughout the world .",peace,"case(peace-20, to-19) nmod:to(threats-18, peace-20) ",NN,,,,,,,,to threats,to,threats,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"It is eminently logical to use part of the "" peace dividend "" that may result from lessened defense outlays to finance these expenditures , since they will be aimed at achieving many of the same national goals -- preserving America 's world role and national security -- as the military programs that will be cut .",peace,"compound(dividend-12, peace-11) ",NN,,VB,,,use,use,,,,,,,,,dividend,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"If the peace dividend and other expenditure cuts do not finance the needs of the coming years , revenue increases will be essential .",peace,"compound(dividend-4, peace-3) ",NN,,VB,finance,finance,,,not,,,,,,,,dividend,,,,,,,,,,,,,singular,ambiguous,[],unknown,verdical
"To protect their credentials , the Arab losers -- both radicals and monarchists -- refused talks , much less peace , with Israel .",peace,"amod(peace-20, less-19) appos(talks-16, peace-20) ",NN,,,,,,,,,,,,,,,,less,,,,,"modifier, talks",talks,,,,,,singular,,[],unknown,unknown
"<p> For the Arabs , the panorama of the 1980s could hardly have been more gloomy : Egypt was at peace with Israel and severed from the Arabs ; Lebanon was facing endless bloodshed and collapse , as the Arab League stood by in impotence ; Libya and Syria were supporting Iran in war against the fellow Arab state of Iraq .",peace,"nsubjpass(peace-21, Egypt-18) auxpass(peace-21, was-19) case(peace-21, at-20) nmod:with(peace-21, Israel-23) cc(peace-21, and-24) conj:and(peace-21, severed-25) parataxis(gloomy-16, peace-21) ",NN,,,,,,,,with Israel,with,,israel,,and,severed,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Egypt , exhausted from squandering limited resources , made peace .",peace,"dobj(made-9, peace-10) ",NN,,VBD,,,made,make,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Egypt is at peace , albeit a cold one .",peace,"nsubj(peace-4, Egypt-1) cop(peace-4, is-2) case(peace-4, at-3) acl:relcl(peace-4, one-9) root(ROOT-0, peace-4) ",NN,,VBZ,,,is,be,,,,,,,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
Arab leaders are less willing to take the expensive chance of making war but are equally wary of political risks in actively seeking peace .,peace,"dobj(seeking-23, peace-24) ",NN,,VBG,,,seeking,seek,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> The peace process , despite its slow pace and many detours , has reached the most promising point in history .",peace,"compound(process-4, peace-3) ",NN,,VBN,reached,reach,,,,,,,,,,,process,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The Israeli government 's peace plan , President Hosni Mubarak 's proposal and Secretary of State James Baker 's suggestions have hammered out a basic procedure for negotiations .",peace,"compound(plan-6, peace-5) ",NN,,VBN,hammered,hammer,,,,,,,,,,,plan,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"As European history demonstrates , the passage from universalist philosophies to nation-state patriotism does not necessarily make for peace and stability .",peace,"case(peace-19, for-18) cc(peace-19, and-20) conj:and(peace-19, stability-21) nmod:for(make-17, peace-19) ",NN,,,,,,,,for make,for,make,,,and,stability,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Egypt abandoned its alliance with the Soviet Union in the early 1970s , due to Moscow 's unwillingness to help Cairo make war and its inability to help make peace with Israel .",peace,"dobj(make-29, peace-30) ",NN,,VB,,,make,make,,,,,,,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
