sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"The poem 's next verse says : "" Nine great songs / I learned from / My mother 's brother / And of Odrorir / The noble mead / I drank . """,brother,"nmod:poss(brother-20, mother-18) dep(brother-20, And-22) dobj(/-16, brother-20) ",NN,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,mother,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Odin was himself descended from giants , and he and his brothers created the world from the body of the even older giant Ymir .",brothers,"nmod:poss(brothers-12, his-11) conj:and(he-9, brothers-12) nsubj(created-13, brothers-12) ",NNS,,VBD,created,create,,,,,,,,,,and,he,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,his,,,,,,,,,,plural,bare plural,ambiguous,,unknown,unknown
"To do so , he first engages in a series of strategies of the trickster type : he tricks nine men laboring in a field so that they all kill each other , whereupon he hires himself out to work for their master , who happens to be Suttung 's brother .",brother,"nsubj(brother-51, master-43) mark(brother-51, to-47) cop(brother-51, be-48) nmod:poss(brother-51, Suttung-49) xcomp(happens-46, brother-51) ",NN,,VB,,,be,be,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,suttung,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"Odin then persuades the brother to help him bore a hole in the mountain in which Suttung lives , with his daughter the beautiful giantess Gunnlodh .",brother,"det(brother-5, the-4) acl(brother-5, help-7) dobj(persuades-3, brother-5) ",NN,,VBZ,,,persuades,persuade,,,,,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,singular,,unknown,unknown
"Two sons of Odin , two sons of Thor , and Baldur and his brother are among the gods that survive : they sit in council and remember their runes , their ancestral wisdom .",brother,"nmod:poss(brother-15, his-14) conj:and(sons-2, brother-15) conj:and(Baldur-12, brother-15) ",NN,,,,,,,,,,,,,,"and, and","sons, baldur",,,[],[],[],[],[],[],[],[],[],[],[],[],[],,his,,,,,,,,,,singular,linked,,,unknown,unknown
"<p> My client Kim remembered her mother talking about her shortly before her birth , telling her brother that she was going to be born . """,brother,"nmod:poss(brother-18, her-17) dobj(telling-16, brother-18) ",NN,,VBG,,,telling,tell,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,her,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"<p> An immediate conclusion from this proposed view is that when we confront the question , "" Am I my brother 's my sister 's keeper ? """,brother,"nmod:poss(brother-21, my-20) nsubj(keeper-26, brother-21) ",NN,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,my,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> But , we may ask , if I am to keep my brother -- love my neighbor -- who is my brother ?",brother,"nmod:poss(brother-14, my-13) dep(brother-14, love-16) ref(brother-14, who-20) acl:relcl(brother-14, brother-23) dobj(keep-12, brother-14) nsubj(brother-23, brother-14) ",NN,,VBZ,is,be,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,my,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
"<p> But , we may ask , if I am to keep my brother -- love my neighbor -- who is my brother ?",brother,"nsubj(brother-23, brother-14) cop(brother-23, is-21) nmod:poss(brother-23, my-22) acl:relcl(brother-14, brother-23) ",NN,,VBZ,,,is,be,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,my,,,,,,,,,,singular,bare singular,singular,,unknown,unknown
"The bear , the deer , the great eagle , these are our brothers .",brothers,"nsubj(brothers-14, bear-2) cop(brothers-14, are-12) nmod:poss(brothers-14, our-13) root(ROOT-0, brothers-14) ",NNS,,VBP,,,are,be,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,our,,,,,,,,,,plural,bare plural,plural,,unknown,unknown
The rivers are our brothers ....,brothers,"nsubj(brothers-5, rivers-2) cop(brothers-5, are-3) nmod:poss(brothers-5, our-4) root(ROOT-0, brothers-5) ",NNS,,VBP,,,are,be,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,our,,,,,,,,,,plural,bare plural,plural,,unknown,unknown
"<p> Shall we not admit that this is a good answer to the question , "" Who is my mother and my brothers ? """,brothers,"nmod:poss(brothers-23, my-22) acl:relcl(question-14, brothers-23) conj:and(mother-20, brothers-23) ",NNS,,,,,,,,,,,,,,and,mother,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,my,,,,,,,,,,plural,bare plural,,,unknown,unknown
"Are not the rivers and the meadows , the flowers and the ponies , among those "" who do the will of our Father in heaven , "" and therefore are entitled to be considered our "" brother and sister and mother "" ?",brother,"cc(brother-38, and-39) conj:and(brother-38, sister-40) cc(brother-38, and-41) conj:and(brother-38, mother-42) xcomp(considered-35, brother-38) ",NN,,VBN,,,considered,consider,,,,,,,,"and, and","sister, mother",,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"<p> The first tale that Genesis tells of life in normal history -- life outside the Garden of Delight -- is the tale of Cain and Abel , where the older brother asserts his power over the younger .",brother,"det(brother-32, the-30) amod(brother-32, older-31) nsubj(asserts-33, brother-32) ",NN,,VBZ,asserts,assert,,,,,,,,the,definite article,,,,older,[0.0625],[0.015625],[0.0],[0.648125],[0.023125],[0.02375],[0.05],[0.015],[0.025],[0.031875],[0.03],[0.015],[0.06],,,,,,,,,,,,singular,linked,singular,,unknown,unknown
"<p> Then come a series of stories about struggles between brothers , and one pair of sisters .",brothers,"case(brothers-11, between-10) nmod:between(struggles-9, brothers-11) ",NNS,,,,,,,,between struggles,between,struggles,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,bare plural,,,unknown,unknown
"Ishmael , the older brother , tries to assert his power over Isaac by doing mitzacheyk , a kind of laughter that is a version of Isaac 's own identity and name .",brother,"det(brother-5, the-3) amod(brother-5, older-4) appos(Ishmael-1, brother-5) ",NN,,,,,,,,,,,,the,definite article,,,,older,[0.0625],[0.015625],[0.0],[0.648125],[0.023125],[0.02375],[0.05],[0.015],[0.025],[0.031875],[0.03],[0.015],[0.06],,,,,"modifier, ishmael",ishmael,,,,,,singular,linked,,,unknown,unknown
"Ishmael , though forced to leave the family , is awarded a blessing of prosperity and continuity , and a prophecy that one day he will live face-to-face with all his brothers .",brothers,"case(brothers-32, with-29) det:predet(brothers-32, all-30) nmod:poss(brothers-32, his-31) nmod:with(live-27, brothers-32) ",NNS,,,,,,,,with live,with,live,,all,quantifier,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,his,,,,,,,,,,plural,linked,,,unknown,unknown
"Esau , the older brother , wavers between asserting and renouncing his power over his younger brother Jacob .",brother,"det(brother-5, the-3) amod(brother-5, older-4) appos(Esau-1, brother-5) ",NN,,,,,,,,,,,,the,definite article,,,,older,[0.0625],[0.015625],[0.0],[0.648125],[0.023125],[0.02375],[0.05],[0.015],[0.025],[0.031875],[0.03],[0.015],[0.06],,,,,"modifier, esau",esau,,,,,,singular,linked,,,unknown,unknown
"Esau , the older brother , wavers between asserting and renouncing his power over his younger brother Jacob .",brother,"compound(Jacob-18, brother-17) ",NN,,,,,,,,,,,,,,,,jacob,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
Joseph turns the tables on his older brothers who have tried to rule over him ; they accept his suzerainty and he forgives their having demeaned him ; they build a community together .,brothers,"case(brothers-8, on-5) nmod:poss(brothers-8, his-6) amod(brothers-8, older-7) nmod:on(tables-4, brothers-8) ",NNS,,,,,,,,on tables,on,tables,,,,,,,older,[0.0625],[0.015625],[0.0],[0.648125],[0.023125],[0.02375],[0.05],[0.015],[0.025],[0.031875],[0.03],[0.015],[0.06],,his,,,,,,,,,,plural,linked,,,unknown,unknown
"The Exodus pattern has been so powerful that we have paid little attention to the alternative that emerges from Genesis : the war and then the peace of brothers , sisters .",brothers,"case(brothers-29, of-28) appos(brothers-29, sisters-31) nmod:of(peace-27, brothers-29) ",NNS,,,,,,,,of peace,of,peace,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,"modified, sisters",,sisters,,,,,plural,bare plural,,,unknown,unknown
"Interpreted theologically , this is a call to conversion from the mouth of Christ himself , as he comes to us in his suffering brothers and sisters .",brothers,"case(brothers-25, in-22) nmod:poss(brothers-25, his-23) compound(brothers-25, suffering-24) cc(brothers-25, and-26) conj:and(brothers-25, sisters-27) nmod:in(comes-19, brothers-25) ",NNS,,,,,,,,in comes,in,comes,,,,and,sisters,suffering,,[],[],[],[],[],[],[],[],[],[],[],[],[],,his,,,,,,,,,,plural,bare plural,,,unknown,unknown
"In 1988 , 404 schools had an overseas sister or brother school .",brother,"compound(school-12, brother-11) ",NN,,VBD,,,had,have,,,,,,,,,,school,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"It is an expression of his exclusive relationship to the Father , by reason of his origin , and his inclusive relationship of fellowship to his many brothers and sisters .",brothers,"case(brothers-28, to-25) nmod:poss(brothers-28, his-26) amod(brothers-28, many-27) cc(brothers-28, and-29) conj:and(brothers-28, sisters-30) nmod:to(fellowship-24, brothers-28) ",NNS,,,,,,,,to fellowship,to,fellowship,,,,and,sisters,,many,[0.003333333333333333],[0.003125],[0.0],[0.02375],[0.02104166666666667],[0.00375],[0.051833333333333335],[0.005],[0.026916666666666665],[0.0075],[0.03],[0.0025],[0.82125],,his,,,,,,,,many,fuzzy,plural,linked,,F+Ns,countable,unknown
"In the aftermath of de la Guardia 's execution , Jose Abrantes Fernandez , interior minister and third most powerful man in Cuba after Fidel and his brother Raul , resigned and was subsequently arrested .",brother,"compound(Raul-29, brother-28) ",NN,,,,,,,,,,,,,,,,raul,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"1 His brother , King Hussein , asked the PLO , "" How long shall we heed those among us who say : leave it to future generations ?",brother,"nmod:poss(brother-3, His-2) appos(brother-3, Hussein-6) nsubj(asked-8, brother-3) ",NN,,VBD,asked,ask,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,his,,,"modified, hussein",,hussein,,,,,singular,bare singular,ambiguous,,unknown,unknown
"( n104 ) In the context of Early Modern Europe and using the homosexual only brother of Louis XIV as a case study , Robert Oresko has explored homosexuality among court elites and the more general "" sexual mechanism ' embedded in the system "" of royal absolutism as integral to the manipulation of power through access to the king , control of patronage and the servicing of clientele networks.",brother,"det(brother-16, the-13) amod(brother-16, homosexual-14) amod(brother-16, only-15) nmod:of(brother-16, XIV-19) dobj(using-12, brother-16) ",NN,,VBG,,,using,use,,of XIV,of,,xiv,the,definite article,,,,"homosexual, only","[0.05, 0.004375]","[0.0175, 0.02479166666666667]","[0.005, 0.0025]","[0.085, 0.04]","[0.025, 0.065625]","[0.06375, 0.0025]","[0.075, 0.04]","[0.015, 0.005]","[0.03, 0.027291666666666665]","[0.13625, 0.0175]","[0.285, 0.03916666666666666]","[0.1675, 0.0175]","[0.045, 0.71375]",,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"Those who would prefer to remain in Arab jurisdiction should be resettled in areas under control of governments willing to help their Arab brothers , if assisted and enabled to earn their own living , make permanent homes , and live in peace and dignity .",brothers,"nmod:poss(brothers-24, their-22) amod(brothers-24, Arab-23) dobj(help-21, brothers-24) ",NNS,,VB,,,help,help,,,,,,,,,,,arab,[],[],[],[],[],[],[],[],[],[],[],[],[],,their,,,,,,,,,,plural,linked,ambiguous,,unknown,unknown
"71 As the Kalb brothers report in their biography of Kissinger : "" Nixon gave his approval .",brothers,"det(brothers-5, the-3) compound(brothers-5, Kalb-4) nsubj(report-6, brothers-5) ",NNS,,VBP,report,report,,,,,,,,the,definite article,,,kalb,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,linked,plural,,unknown,unknown
"He was a vice-chairman of the CCP 's Military Affairs Commission , and his younger brother and son-in-law served as two of the three army directors .",brother,"nmod:poss(brother-16, his-14) amod(brother-16, younger-15) cc(brother-16, and-17) conj:and(brother-16, son-in-law-18) nsubj(served-19, brother-16) ",NN,,VBD,served,serve,,,,,,,,,,,,,younger,[0.11899999999999998],[0.06125],[0.008333333333333333],[0.13291666666666668],[0.09875],[0.03],[0.12708333333333333],[0.04],[0.17516666666666666],[0.065],[0.0375],[0.05],[0.055],,his,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"Fathers and sons , brother and brother became avowed enemies .",brother,"conj:and(Fathers-1, brother-5) nsubj(became-8, brother-5) ",NN,,VBD,became,become,,,,,,,,,,and,fathers,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"Fathers and sons , brother and brother became avowed enemies .",brother,"conj:and(Fathers-1, brother-7) nsubj(became-8, brother-7) ",NN,,VBD,became,become,,,,,,,,,,and,fathers,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"<p> We , children of the old Europe , do not like the Americans .... We do not like them , because the best in us rebels against this : our culture and our tradition .... To us this white brother "" over there "" remains a boisterous , narrow , conceited , arrogant and a very vulgar upstart ; a relative whom we wish well , as long as he does not force himself upon us .",brother,,NN,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"At one point , for example , Rama agrees to help Sugreeva , a monkey whose brother has unjustly taken his wife and banished him from their homeland .",brother,"nmod:poss(brother-17, monkey-15) nsubj(taken-20, brother-17) nsubj(banished-24, brother-17) ",NN,,VBN,taken,take,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,monkey,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"But when the battle begins , Rama stands by as the powerful brother , Vali , mauls and virtually paralyzes Sugreeva .",brother,"case(brother-13, by-9) case(brother-13, as-10) det(brother-13, the-11) amod(brother-13, powerful-12) conj:and(brother-13, Vali-15) conj:and(brother-13, mauls-17) cc(brother-13, and-18) advmod(brother-13, virtually-19) dep(brother-13, Sugreeva-21) nmod:as(stands-8, brother-13) ",NN,,,,,,,,as stands,as,stands,,the,definite article,"and, and","vali, mauls",,powerful,[0.045],[0.01625],[0.01],[0.06729166666666667],[0.056875],[0.075625],[0.14375],[0.0575],[0.115],[0.15270833333333333],[0.1625],[0.035],[0.0625],,,,virtually,,,,,,,,singular,linked,,,unknown,unknown
"The ensuing "" big uproar among the brothers "" led to a special meeting in which the Cantor asked "" the congregation 's pardon , "" promising "" that in the future such a thing will not happen again . """,brothers,"case(brothers-8, among-6) det(brothers-8, the-7) nmod:among(uproar-5, brothers-8) ",NNS,,,,,,,,among uproar,among,uproar,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,linked,,,unknown,unknown
"Since Minna had remained dependent on male household members for contacts with people beyond the town center , she probably met the man through her brother who was also a wagoner.",brother,"case(brother-26, through-24) nmod:poss(brother-26, her-25) ref(brother-26, who-27) acl:relcl(brother-26, wagoner-31) nmod:through(met-21, brother-26) nsubj(wagoner-31, brother-26) ",NN,,VBD,was,be,,,,through met,through,met,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,her,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"<p> When Tayo returns to Ts'eh he encounters Mountain Lion man , another mountain spirit portrayed as the brother or husband of Yellow Woman , carrying a recently killed deer .",brother,"case(brother-21, as-19) det(brother-21, the-20) cc(brother-21, or-22) conj:or(brother-21, husband-23) nmod:of(brother-21, Woman-26) nmod:as(portrayed-18, brother-21) ",NN,,,,,,,,"of Woman, as portrayed","of, as",portrayed,woman,the,definite article,or,husband,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"For government was by consensus , and women influenced public opinion by such private means as tears , ridicule , and other methods to persuade husbands , brothers , .",brothers,"appos(husbands-26, brothers-28) ",NNS,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,"modifier, husbands",husbands,,,,,,plural,bare plural,,,unknown,unknown
"55 <p> Under Creek custom , it was the right of the mother 's male relatives ( her elder brothers or uncles ) to educate her male children .",brothers,"nmod:poss(brothers-20, her-18) amod(brothers-20, elder-19) cc(brothers-20, or-21) conj:or(brothers-20, uncles-22) dep(relatives-16, brothers-20) ",NNS,,,,,,,,,,,,,,or,uncles,,elder,[0.0225],[0.036875],[0.005],[0.67],[0.02],[0.0275],[0.0225],[0.008333333333333333],[0.017916666666666664],[0.03229166666666667],[0.0125],[0.11208333333333333],[0.0125],,her,,,,,,,,,,plural,linked,,,unknown,unknown
Females of mixed blood were given fewer opportunities for formal schooling and crosscultural experiences than their brothers .,brothers,"case(brothers-17, than-15) nmod:poss(brothers-17, their-16) nmod:than(given-6, brothers-17) ",NNS,,,,,,,,than given,than,given,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,their,,,,,,,,,,plural,bare plural,,,unknown,unknown
"While they supported formal English educations for their male children and were amenable to new economic endeavors , their actions regarding the disposition of Wind Clan property at their brother 's death indicate firm adherence to Muscogulge kinship and inheritance patterns and social norms.",brother,"nmod:poss(brother-30, their-29) case(brother-30, 's-31) nmod:poss(death-32, brother-30) ",NN,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],death,their,,,,,,,,,,singular,linked,,,unknown,unknown
"Her marriage to Dawson Billey , Charles 's younger brother , also proved short-lived .",brother,"nmod:poss(brother-10, Charles-7) amod(brother-10, younger-9) appos(marriage-2, brother-10) ",NN,,,,,,,,,,,,,,,,,younger,[0.11899999999999998],[0.06125],[0.008333333333333333],[0.13291666666666668],[0.09875],[0.03],[0.12708333333333333],[0.04],[0.17516666666666666],[0.065],[0.0375],[0.05],[0.055],,charles,,,"modifier, marriage",marriage,,,,,,singular,linked,,,unknown,unknown
Welch compares Fools Crow 's actions with those of Running Fisher ( his younger brother ) and Fast Horse .,brother,"nmod:poss(brother-15, his-13) amod(brother-15, younger-14) dep(Fisher-11, brother-15) ",NN,,,,,,,,,,,,,,,,,younger,[0.11899999999999998],[0.06125],[0.008333333333333333],[0.13291666666666668],[0.09875],[0.03],[0.12708333333333333],[0.04],[0.17516666666666666],[0.065],[0.0375],[0.05],[0.055],,his,,,,,,,,,,singular,linked,,,unknown,unknown
"<p> Everything bad that happens to the unnamed protagonist happens on the Highline , in particular the deaths of his brother Mose and First Raise .",brother,"case(brother-21, of-19) nmod:poss(brother-21, his-20) nmod:of(deaths-18, brother-21) ",NN,,,,,,,,of deaths,of,deaths,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,his,,,,,,,,,,singular,bare singular,,,unknown,unknown
"In addition , the Franciscan Father Superior sent a letter ( evidently worded in no uncertain terms ) to Rome , explaining the precarious situation of his fellow brothers and pointing out that the plans were contrary to previous agreements .",brothers,"case(brothers-29, of-26) nmod:poss(brothers-29, his-27) amod(brothers-29, fellow-28) nmod:of(situation-25, brothers-29) ",NNS,,,,,,,,of situation,of,situation,,,,,,,fellow,[0.065],[0.0535],[0.0125],[0.0825],[0.0525],[0.06375],[0.13875],[0.0175],[0.039],[0.105],[0.145],[0.14],[0.085],,his,,,,,,,,,,plural,linked,,,unknown,unknown
My brother was a customs officer .,brother,"nmod:poss(brother-2, My-1) nsubj(officer-6, brother-2) ",NN,,VBD,was,be,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,my,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"But after that , five brothers between them established two independent joint households .",brothers,"nummod(brothers-6, five-5) nmod:between(brothers-6, them-8) nsubj(established-9, brothers-6) ",NNS,,VBD,established,establish,,,,between them,between,,them,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,five,,,,,,,five,other,plural,linked,ambiguous,O-DEN,countable,unknown
"All brothers or only some of them , regardless of their domestic arrangements , might also continue to own jointly property allocated at the second division and compensate in kind siblings who wished to take out their share .",brothers,"dep(brothers-2, All-1) cc(brothers-2, or-3) conj:or(brothers-2, some-5) nsubj(continue-17, brothers-2) nsubj(own-19, brothers-2) nsubj(compensate-28, brothers-2) ",NNS,,VB,continue,continue,,,,,,,,,,or,some,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,bare plural,ambiguous,,unknown,unknown
